SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;19;34.4775;1.4375;CY100;2010
2;19.5;34.44705709;2.7;CY100;2011
3;13;34.45166667;1.5;CY100;2018
4;18;34.57333333;0.983333167;CY110;2010
5;16.25;34.57131933;3.679165833;CY110;2011
6;19;34.644;2.26;CY110;2016
7;14;34.475;1.3;CY110;2018
8;18;34.555;0.6749995;CY120;2010
9;12;34.455;1.383333333;CY120;2018
10;18;34.605;0.4749995;CY130;2010
11;24;34.43166667;1.25;CY130;2018
12;18;34.625;0.6;CY140;2010
13;19;34.492;1.06;CY140;2018
14;18;34.635;0.8;CY150;2010
15;20;34.5725;0.75;CY150;2018
16;26;34.80333333;0.908332833;RW030;2010
17;18;35.00442933;3.38333;RW030;2011
18;15.5;34.45833333;3.333333333;RW030;2016
19;17;34.74;1.9;RW030;2017
20;20.5;34.76333333;0.658332833;RW040;2010
21;17.5;34.96341933;3.441665;RW040;2011
22;16.5;34.44166667;2.383333333;RW040;2016
23;19.5;34.61;1.3;RW040;2017
24;23;34.79857143;2.164285286;RW050;2010
25;18.5;34.98988667;3.058331667;RW050;2011
26;15.5;34.51166667;3.6;RW050;2016
27;18;34.725;1.125;RW050;2017
28;21.25;34.68636364;2.218181455;RW060;2010
29;20.66666667;34.866879;3.45;RW060;2011
30;15;34.42833333;3.383333333;RW060;2016
31;15.5;34.448;1.92;RW060;2017
32;24.5;34.4815;2.24749995;RW070;2010
33;19;34.45093867;2.991666667;RW070;2011
34;20;34.27285714;1.7;RW070;2012
35;21.5;34.29666667;2.55;RW070;2014
36;19.5;34.26833333;3.216666667;RW070;2016
37;17.25;34.46285714;2.228571429;RW070;2017
38;19.5;34.3925;2.425;RW070;2018
39;23.5;34.095;2.2;RW070;2019
40;20;34.53416667;0.887499583;RW080;2010
41;16;34.66104367;0.6791625;RW080;2011
42;24;33.94166667;1.7;RW080;2013
43;18;34.61833333;1.716666667;RW080;2014
44;15.5;34.185;0.925;RW080;2016
45;12.75;34.53875;1.1125;RW080;2017
46;22.375;34.59333333;0.491666;RW090;2010
47;19.75;34.82129583;1.777082083;RW090;2011
48;19;34.495;1.925;RW090;2014
49;16.5;34.47666667;2.366666667;RW090;2016
50;26.5;34.71;1.06;RW090;2017
51;33;31.62666667;4.7;SR560;2012
52;27.5;32.52166667;9.366666667;SR560;2014
53;19;30.785;5.9;SR560;2015
54;21.5;32.04833333;13.66666667;SR560;2016
55;27.75;31.4825;6.8;SR560;2018
56;18;31.62666667;2.433333333;SR620;2012
57;18.5;33.45666667;2.283333333;SR620;2014
58;19;32.715;2.675;SR620;2015
59;20;32.8825;11.6;SR620;2016
60;19.25;33.28;3.125;SR620;2018
61;18.5;31.69166667;1.8;SR630;2012
62;21;33.25;2.333333333;SR630;2014
63;18.5;34.01;4.35;SR630;2015
64;15;32.73;9.55;SR630;2016
65;17.25;32.9175;3.05;SR630;2018
66;22;33.16;2.65;SR640;2012
67;19;32.97833333;2.166666667;SR640;2014
68;18.5;32.8;3.875;SR640;2015
69;17.5;33.305;8.7;SR640;2016
70;21;33.05;2.425;SR640;2018
71;2.99945;28;7;SR650;2008
72;21.5;32.5;2.9;SR650;2009
73;37;33.4;2.6;SR650;2010
74;37;30.99;2.1;SR650;2012
75;16.5;33.13666667;1.616666667;SR650;2014
76;12.5;32.835;2.575;SR650;2015
77;13.8;33.4875;8.8;SR650;2016
78;21.25;33.2375;3.075;SR650;2018
79;19;32.0625;1.9;SR660;2012
80;17;33.43833333;1.616666667;SR660;2014
81;17;33.4;2.6;SR660;2015
82;16;32.61;6.525;SR660;2016
83;17.75;33.4425;3.575;SR660;2018
84;2.99945;32;1.88;SR670;2008
85;20;32.86666667;2.13333;SR670;2009
86;34;34.1;3.2;SR670;2010
87;14.5;33.49;0.975;SR670;2012
88;16;33.72666667;1.216666667;SR670;2014
89;16;34.025;2;SR670;2015
90;15.5;33.86;3.625;SR670;2016
91;15.5;34.175;0.5;SR670;2018
