SampleID;x1;x2;y;RandomEffect
1;23.8;3.227564103;15.04294872;1986
2;24.375;3.030769231;18.58653846;1987
3;21.45;3.972839506;20.85061728;1988
4;23.325;3.906410256;28.41666667;1989
5;24.2;2.571153846;11.89423077;1990
6;23.65;2.322727273;6.952272727;1991
7;22.16666667;2.547222222;6.565277778;1992
8;23.425;2.113888889;3.088888889;1993
9;24.5;2.185555556;10.65;1994
10;24.25;2.565909091;16.425;1995
11;24.95;4.052083333;17.82608696;1996
12;25.05;2.367391304;14.46041667;1997
13;25.675;2.15;11.84583333;1998
14;23.675;2.0875;9.0625;1999
15;24.25;2.375;14.4375;2000
16;24.975;2.245833333;14.325;2001
17;26.15;2.216666667;9.079166667;2002
18;26.5;2.495833333;11.19583333;2003
19;26.075;2.429166667;12.45;2004
20;25.075;2.183333333;7.666666667;2005
21;23.925;1.8875;8.416666667;2006
22;24.5;1.65;7.7875;2007
23;24.4;1.75;8.25;2008
24;25.25;1.2375;5.6125;2009
25;24.35;1.670833333;6.0875;2010
26;24.2;1.666666667;6.558333333;2011
27;26.1;1.475;6.841666667;2012
28;24.35;1.458333333;6.820833333;2013
29;25.175;1.9125;9.954166667;2014
30;26.275;1.783333333;6.5125;2015
31;24.55;2.529166667;10.77083333;2016
32;25.275;1.833333333;5.054166667;2017
33;26.1;1.808333333;7.525;2018
34;24.03333333;3.016666667;10.70512821;1986
35;24.06666667;2.585897436;12.51538462;1987
36;21.86666667;3.187654321;13.82839506;1988
37;24.98333333;3.074358974;14.15128205;1989
38;24.35;2.316666667;8.533333333;1990
39;23.6;2.154545455;3.951515152;1991
40;22.28333333;2.413888889;2.922222222;1992
41;23.65;2.197222222;5.036111111;1993
42;24.53333333;1.906666667;8.731111111;1994
43;24.45;2.243939394;11.86666667;1995
44;24.35;3.036111111;12.49027778;1996
45;24.33333333;2.501449275;12.16388889;1997
46;25.08333333;2.2875;12.76388889;1998
47;24.13333333;2.033333333;9.013888889;1999
48;24.41666667;1.838888889;11.15;2000
49;24.78333333;2.461111111;15.39722222;2001
50;26.48333333;2.041666667;6.880555556;2002
51;26.48333333;2.375;9.733333333;2003
52;25.96666667;2.122222222;8.488888889;2004
53;25.16666667;1.680555556;5.027777778;2005
54;24.23333333;1.858333333;9.497222222;2006
55;24.7;1.527777778;7.147222222;2007
56;23.95;1.597222222;7.544444444;2008
57;25.01666667;1.197222222;5.861111111;2009
58;24.55;1.888888889;7.947222222;2010
59;24.71666667;1.688888889;6.238888889;2011
60;26.18333333;1.566666667;6.55;2012
61;23.76666667;1.341666667;4.886111111;2013
62;24.96666667;1.8;7.2;2014
63;26.18333333;1.772222222;7.302777778;2015
64;25.26666667;1.886111111;7.838888889;2016
65;25.58333333;1.488888889;4.855555556;2017
66;26.28333333;1.463888889;6.916666667;2018
67;23.4;2.542307692;10.08461538;1986
68;23.8;2.314102564;11.67435897;1987
69;21.36666667;2.998765432;13.76049383;1988
70;23.86666667;3.284615385;17.67692308;1989
71;24.05;2.224;8.658974359;1990
72;23.5;2.206060606;4.254545455;1991
73;22.13333333;2.558333333;5.725;1992
74;23.2;2.275;4.366666667;1993
75;24.26666667;2.12;7.948888889;1994
76;23.95;2.104545455;13.17878788;1995
77;24.46666667;2.713888889;11.25833333;1996
78;24.11666667;1.963768116;9.96875;1997
79;24.71666667;1.826388889;11.84027778;1998
80;23.81666667;1.733333333;7.508333333;1999
81;24.2;1.913888889;10.78333333;2000
82;24.86666667;1.872222222;10.28055556;2001
83;25.86666667;1.9;5.475;2002
84;26.33333333;2.033333333;6.508333333;2003
85;25.5;1.877777778;7.288888889;2004
86;24.93333333;1.530555556;5.05;2005
87;23.9;1.188888889;6.061111111;2006
88;24.43333333;1.455555556;5.816666667;2007
89;23.81666667;1.680555556;6.8;2008
90;24.8;1.152777778;5.077777778;2009
91;24.26666667;1.569444444;6.055555556;2010
92;24.7;1.497222222;4.675;2011
93;25.9;1.277777778;5.655555556;2012
94;23.81666667;1.227777778;4.775;2013
95;24.93333333;1.766666667;6.947222222;2014
96;26.15;1.558333333;5.563888889;2015
97;24.85;1.594444444;6.155555556;2016
98;25.61666667;1.436111111;4.816666667;2017
99;26.15;1.344444444;6.808333333;2018
100;22.1;3.3;11.52962963;1988
101;24.79166667;2.832692308;11.33910256;1989
102;24.95;2.482692308;6.384615385;1990
103;23.8;1.825;2.388636364;1991
104;22;2.504166667;4.758333333;1992
105;23.725;2.120833333;3.445833333;1993
106;24.25;1.656666667;5.66;1994
107;24.375;1.984090909;7.254545455;1995
108;25.225;2.352083333;6.166666667;1996
109;24.7;1.904347826;8.108333333;1997
110;25.125;2.10625;9.191666667;1998
111;23.725;1.8875;5.775;1999
112;24.625;1.866666667;7.304166667;2000
113;25.5;2.179166667;8.845833333;2001
114;26.675;1.708333333;3.845833333;2002
115;26.175;2.225;7.225;2003
116;26.075;1.808333333;5.583333333;2004
117;25.3;1.5375;4.804166667;2005
118;24.725;1.2125;6.395833333;2006
119;24.675;1.3375;5.529166667;2007
120;24.125;1.704166667;6.179166667;2008
121;25.15;1.308333333;5.495833333;2009
122;24.25;1.7125;5.445833333;2010
123;24.5;1.741666667;4.166666667;2011
124;26.375;1.483333333;5.6875;2012
125;24.525;1.395833333;4.7875;2013
126;25.55;1.583333333;5.15;2014
127;26.575;1.858333333;5.779166667;2015
128;25.25;1.620833333;5.354166667;2016
129;25.675;1.4;3.4;2017
130;26.15;1.366666667;4.583333333;2018
131;23.26666667;1.725641026;5.473076923;1986
132;23.7;1.616666667;6.382051282;1987
133;21.63333333;2.648148148;9.809876543;1988
134;23.56666667;2.182051282;11.68333333;1989
135;23.6;1.91025641;5.597435897;1990
136;23.15;1.622727273;2.271212121;1991
137;21.96666667;2.088888889;3.972222222;1992
138;22.71666667;1.469444444;2.311111111;1993
139;24.06666667;1.411111111;5.022222222;1994
140;23.96666667;1.457575758;6.053030303;1995
141;24;1.808333333;7.111111111;1996
142;24.08333333;1.752173913;9.120833333;1997
143;24.46666667;1.7625;8.045833333;1998
144;23.8;1.475;6.088888889;1999
145;23.81666667;1.608333333;5.866666667;2000
146;24.65;1.377777778;6.213888889;2001
147;25.76666667;1.313888889;3.319444444;2002
148;25.53333333;1.436111111;4.605555556;2003
149;24.93333333;1.436111111;4.611111111;2004
150;24.51666667;1.3;3.905555556;2005
151;23.83333333;0.969444444;5.675;2006
152;24.41666667;1.219444444;4.6;2007
153;23.75;1.263888889;4.319444444;2008
154;25;0.944444444;3.35;2009
155;24.13333333;1.341666667;5.505555556;2010
156;24.18333333;1.183333333;3.413888889;2011
157;25.11666667;1.086111111;4.322222222;2012
158;23.43333333;1.208333333;3.661111111;2013
159;24.4;1.252777778;5.527777778;2014
160;26.01666667;1.286111111;4.663888889;2015
161;24.68333333;1.2;5.202777778;2016
162;25.33333333;1.211111111;3.586111111;2017
163;25.61666667;0.936111111;4.533333333;2018
164;21.46666667;2.383950617;8.343209877;1988
165;23.28333333;1.996153846;6.675641026;1989
166;23.46666667;1.693589744;4.421794872;1990
167;22.93333333;1.321212121;1.175757576;1991
168;21.85;1.891666667;3.139393939;1992
169;22.93333333;1.677777778;1.813888889;1993
170;24.06666667;1.124444444;2.782222222;1994
171;24.16666667;1.265151515;4.66969697;1995
172;23.71666667;1.4375;4.527777778;1996
173;24;1.382608696;5.931944444;1997
174;24.58333333;1.444444444;5.715277778;1998
175;23.78333333;1.030555556;4.463888889;1999
176;23.85;1.497222222;7.136111111;2000
177;24.76666667;1.325;5.786111111;2001
178;25.31666667;1.111111111;2.358333333;2002
179;25.8;1.111111111;4.322222222;2003
180;25.11666667;1.430555556;4.061111111;2004
181;24.45;1.161111111;3.111111111;2005
182;23.96666667;0.816666667;3.425;2006
183;24.33333333;1.119444444;4.475;2007
184;23.41666667;1.080555556;4.044444444;2008
185;24.45;0.891666667;3.427777778;2009
186;24.1;1.283333333;4.622222222;2010
