SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;8.1;3;6;Avoca Estuary;2007
2;7.7;2;0.54995;Avoca Estuary;2008
3;7.875;0.9999;3.525;Avoca Estuary;2009
4;7.12;0.82;3.64;Avoca Estuary;2014
5;6.966666667;4.35;1.166666667;Avoca Estuary;2017
6;6.966666667;2.966666667;2.966666667;Avoca Estuary;2018
7;7.025;3.175;1.125;Avoca Estuary;2019
8;7.45;2;11.7;Avoca Estuary;2007
9;7.65;0.9999;0.699966667;Avoca Estuary;2008
10;7.6625;2.333266667;9.4875;Avoca Estuary;2009
11;7.45;0.999;6.5;Avoca Estuary;2011
12;7.35;2.2625;5.48;Avoca Estuary;2014
13;7.2;1;4.05;Avoca Estuary;2018
14;6.95;1.9;1.025;Avoca Estuary;2019
15;7.633333333;0.9999;5.266666667;Avoca Estuary;2009
16;7.133333333;2.4;2.433333333;Avoca Estuary;2018
17;7.05;0.5;2.575;Avoca Estuary;2019
18;7.766666667;2;1.499966667;Avoca Estuary;2008
19;7.8;0.9999;12.05;Avoca Estuary;2009
20;7.4;1.4995;3.15;Avoca Estuary;2011
21;7.44;1.31;6.85;Avoca Estuary;2014
22;7.166666667;2.55;1.266666667;Avoca Estuary;2017
23;6.966666667;2.766666667;2.333333333;Avoca Estuary;2018
24;6.925;1.75;0.65;Avoca Estuary;2019
25;8.3;1.8;16.66666667;Boyne Estuary;2007
26;8.25;0.749999;7.5;Boyne Estuary;2009
27;8.3;2.15;6.5;Boyne Estuary;2010
28;8.1;0.74999;7;Boyne Estuary;2011
29;8.118181818;1.628571429;11.90909091;Boyne Estuary;2007
30;8.083333333;0.749999;12.24998333;Boyne Estuary;2008
31;8.116666667;0.749999;4.916641667;Boyne Estuary;2009
32;8.158333333;2.543749625;30.16666667;Boyne Estuary;2010
33;8;1.444995;11;Boyne Estuary;2011
34;7.975;3.3125;41.75;Boyne Estuary;2013
35;8.083333333;2.1;15.65;Boyne Estuary;2015
36;8.116666667;0.93;9.725;Boyne Estuary;2016
37;8.108333333;1.366666667;13.65;Boyne Estuary;2017
38;8.125;2.19;16.05;Boyne Estuary;2018
39;8.133333333;1.145454545;11.5;Boyne Estuary;2019
40;8.025;0.891665833;8.416666667;Boyne Estuary;2008
41;8.125;0.749999;6.499983333;Boyne Estuary;2009
42;8.108333333;1.049999286;14.33333333;Boyne Estuary;2010
43;7.991666667;0.74999;7.5;Boyne Estuary;2011
44;8.1;2.45;9.64;Boyne Estuary;2016
45;8.075;1.533333333;11.16666667;Boyne Estuary;2007
46;8.016666667;0.749999;8.749991667;Boyne Estuary;2008
47;8.116666667;0.749999;6.333325;Boyne Estuary;2009
48;8.091666667;0.9799992;10.24998333;Boyne Estuary;2010
49;7.991666667;0.74999;8.083333333;Boyne Estuary;2011
50;7.9375;1.25625;10.25;Boyne Estuary;2013
51;8.075;1.633333333;10.86666667;Boyne Estuary;2015
52;8.091666667;1.075;10.05833333;Boyne Estuary;2016
53;8.1;0.875;6.583333333;Boyne Estuary;2017
54;8.141666667;1.458333333;23.14166667;Boyne Estuary;2018
55;8.091666667;0.82;4.341666667;Boyne Estuary;2019
56;8.108333333;1.5;10.33333333;Boyne Estuary;2007
57;8.033333333;0.749999;6.75;Boyne Estuary;2008
58;8.066666667;0.749999;4.666658333;Boyne Estuary;2009
59;8.075;0.749999;14.16665833;Boyne Estuary;2010
60;8.033333333;0.74999;7.416666667;Boyne Estuary;2011
61;7.933333333;2.275;6.666666667;Boyne Estuary;2013
62;8.091666667;1.7;12.09166667;Boyne Estuary;2015
63;8.066666667;1.575;4.741666667;Boyne Estuary;2016
64;8.081818182;1.5;8.181818182;Boyne Estuary;2007
65;8.016666667;0.893749125;8.333316667;Boyne Estuary;2008
66;8.058333333;0.749999;3.666608333;Boyne Estuary;2009
67;8.058333333;0.749999;5.499975;Boyne Estuary;2010
68;8.05;0.74999;5.166666667;Boyne Estuary;2011
69;7.985714286;1.1;5.714285714;Boyne Estuary;2013
70;8.141666667;2.366666667;12.75833333;Boyne Estuary;2015
71;8.109090909;0.563636364;3.990909091;Boyne Estuary;2016
72;8.108333333;0.708333333;4.85;Boyne Estuary;2017
73;8.166666667;0.545454545;6.075;Boyne Estuary;2018
74;8.116666667;0.72;4.183333333;Boyne Estuary;2019
75;8.081818182;1.5;6.818181818;Boyne Estuary;2007
76;8.016666667;0.749999;6.083333333;Boyne Estuary;2008
77;8.041666667;0.749999;3.749983333;Boyne Estuary;2009
78;8.05;0.749999;6.499991667;Boyne Estuary;2010
79;8.075;0.74999;4.333333333;Boyne Estuary;2011
80;7.971428571;0.75;5.142857143;Boyne Estuary;2013
81;8.141666667;2.933333333;16.55;Boyne Estuary;2015
82;8.075;0.65;3.208333333;Boyne Estuary;2016
83;7.9;1;7.7;Broad Lough;2007
84;7.85;1;9.25;Broad Lough;2007
85;8;2.6666;0.54995;Broad Lough;2008
86;7.98;1.333266667;22.08;Broad Lough;2009
87;8.7;3;13.6;Broad Lough;2011
88;7.933333333;1;7.05;Broad Lough;2014
89;8.066666667;0.75;3.033333333;Broad Lough;2017
90;8;0.5;3.45;Broad Lough;2018
91;8;0.5;1.133333333;Broad Lough;2019
92;8.1;6;37.1;Broad Lough;2007
93;8.666666667;2.99995;3.466633333;Broad Lough;2008
94;8.02;2.5;4.58;Broad Lough;2009
95;8.4;2;12.3;Broad Lough;2011
96;8.2;1.2;8.02;Broad Lough;2014
97;7.6;1.95;6.766666667;Broad Lough;2017
98;7.666666667;3.4;7.466666667;Broad Lough;2018
99;8.166666667;3.966666667;6.466666667;Broad Lough;2019
100;8;1;3;Broad Lough;2007
101;8.1;0.9999;0.1999;Broad Lough;2008
102;8.15;1.3;7.15;Broad Lough;2014
103;8.18;0.9999;0.47992;Broad Lough;2008
104;8;0.9999;4.885714286;Broad Lough;2009
105;8.2;0.999;2.1;Broad Lough;2011
106;8.08;0.5;5.12;Broad Lough;2014
107;8.066666667;0.5;3.966666667;Broad Lough;2017
108;8.25;1.2;2.05;Broad Lough;2018
109;8.175;0.625;1;Broad Lough;2019
110;7.7;1.5;5.366666667;Broad Lough;2007
111;8.1;0.9999;0.1999;Broad Lough;2008
112;7.991666667;1.285642857;4.033333333;Broad Lough;2009
113;8.2;0.999;2.6;Broad Lough;2011
114;8.1;0.814285714;4.385714286;Broad Lough;2014
115;8.066666667;0.5;3.333333333;Broad Lough;2017
116;8.033333333;0.666666667;2.433333333;Broad Lough;2018
117;8.15;0.75;1.025;Broad Lough;2019
118;8.133333333;0.749999;8.666633333;Castletown Estuary;2009
119;8.6;1.9;8;Castletown Estuary;2010
120;8.3;4.9;11;Castletown Estuary;2011
121;8.4;2;7.9;Castletown Estuary;2012
122;8.066666667;2.45;45.16666667;Castletown Estuary;2017
123;8.3;1.55;23.025;Castletown Estuary;2018
124;8.05;1.9;41.75;Castletown Estuary;2019
125;7.9;1.86249975;28.2;Castletown Estuary;2008
126;7.918181818;1.636363455;6.999981818;Castletown Estuary;2009
127;8.044444444;1.1899994;11.55555556;Castletown Estuary;2010
128;7.97;3.24;19.69999;Castletown Estuary;2011
129;8.125;2.24975;15.275;Castletown Estuary;2012
130;7.8375;2.366666667;12.375;Castletown Estuary;2013
131;7.8;3.95;5.75;Castletown Estuary;2015
132;7.908333333;2;17.575;Castletown Estuary;2016
133;8.05;2.366666667;45.16666667;Castletown Estuary;2017
134;8.3;1.75;17.5;Castletown Estuary;2018
135;8.05;1.64;23.98333333;Castletown Estuary;2019
136;7.96;2.1;24.8;Castletown Estuary;2008
137;7.875;2.0749995;4.6249625;Castletown Estuary;2010
138;7.925;2.2;17.375;Castletown Estuary;2011
139;7.8625;2.75;15.75;Castletown Estuary;2013
140;7.925;1.35;12.13333333;Castletown Estuary;2016
141;8.1;1.666666667;28.21666667;Castletown Estuary;2017
142;8.275;0.725;8.425;Castletown Estuary;2018
143;8.133333333;1.26;16.08333333;Castletown Estuary;2019
144;8.008333333;2.55;19.91666667;Castletown Estuary;2007
145;8.116666667;2.333333333;35.16666667;Castletown Estuary;2008
146;7.954545455;2.0549997;14.36363636;Castletown Estuary;2009
147;7.94;1.299999333;15.1;Castletown Estuary;2010
148;8.02;2.907141429;15.5;Castletown Estuary;2011
149;8.133333333;1.332666667;6.6;Castletown Estuary;2012
150;7.9875;1.775;11.5;Castletown Estuary;2013
151;8.05;1.775;12.8;Castletown Estuary;2015
152;7.958333333;1.191666667;12.38333333;Castletown Estuary;2016
153;8.116666667;1.85;33.78333333;Castletown Estuary;2017
154;8.2;0.675;3.275;Castletown Estuary;2018
155;8.133333333;0.92;11.26666667;Castletown Estuary;2019
156;8;0.749999;0.9999;Inner Dundalk Bay;2009
157;8.2;0.999;7.2;Inner Dundalk Bay;2012
158;8.1;2.0499998;35.4;Inner Dundalk Bay;2008
159;7.91;0.749999;9.99999;Inner Dundalk Bay;2010
160;7.9875;2.975;17.125;Inner Dundalk Bay;2011
161;8.125;0.999;7.0375;Inner Dundalk Bay;2012
162;7.975;1.75;11.375;Inner Dundalk Bay;2013
163;8.15;0.5;9.716666667;Inner Dundalk Bay;2019
164;8.075;2.55;17.75;Inner Dundalk Bay;2007
165;8.15;1.95;25.16666667;Inner Dundalk Bay;2008
166;7.9625;1.9499998;13.7499875;Inner Dundalk Bay;2009
167;8;1.272221444;5.66665;Inner Dundalk Bay;2010
168;8.055555556;2.016663333;13.88888889;Inner Dundalk Bay;2011
169;8.133333333;0.999;3.816666667;Inner Dundalk Bay;2012
170;7.975;1.65;9.375;Inner Dundalk Bay;2013
171;8.075;0.8;13.775;Inner Dundalk Bay;2015
172;8.033333333;1.033333333;13.45;Inner Dundalk Bay;2016
173;8.15;1.25;14.11666667;Inner Dundalk Bay;2017
174;8.3;0.5;10.5;Inner Dundalk Bay;2018
175;8.166666667;0.9;9.366666667;Inner Dundalk Bay;2019
176;8;1.6;8;Inner Dundalk Bay;2011
177;8.15;0.749999;17.16663333;Inner Dundalk Bay;2008
178;8.0625;1.383333;9.9999875;Inner Dundalk Bay;2009
179;8.03;0.749999;4.29998;Inner Dundalk Bay;2010
180;8.0625;1.75;9.75;Inner Dundalk Bay;2011
181;8;0.5;1.833333333;Inner Dundalk Bay;2013
182;8.133333333;0.5;2.933333333;Inner Dundalk Bay;2019
183;8.133333333;1.333332667;16.66663333;Inner Dundalk Bay;2008
184;8.05;1.521428143;3.6249625;Inner Dundalk Bay;2009
185;8.05;0.904544636;4.0833;Inner Dundalk Bay;2010
186;8.09;1.8625;6.79999;Inner Dundalk Bay;2011
187;8.166666667;0.999;1.249966667;Inner Dundalk Bay;2012
188;8;0.9625;1.166666667;Inner Dundalk Bay;2013
189;8.05;1.7;11.525;Inner Dundalk Bay;2015
190;8.1;0.6;4.558333333;Inner Dundalk Bay;2016
191;8.1;0.8;3.85;Inner Dundalk Bay;2017
192;8.25;0.5;8.725;Inner Dundalk Bay;2018
193;8.133333333;0.8;3.033333333;Inner Dundalk Bay;2019
194;7.983333333;1;1.175;Liffey Estuary Lower;2007
195;8.075;0.9999;1.433325;Liffey Estuary Lower;2008
196;8;1.49995;5.4;Liffey Estuary Lower;2009
197;8.01;0.9999;3.82;Liffey Estuary Lower;2010
198;8.033333333;1.24925;3.966666667;Liffey Estuary Lower;2012
199;7.983333333;1.75;8.133333333;Liffey Estuary Lower;2013
200;8.06;0.7;6;Liffey Estuary Lower;2014
201;8.081818182;1.333333333;4.954545455;Liffey Estuary Lower;2015
202;8.009090909;0.777777778;1.818181818;Liffey Estuary Lower;2016
203;8.05;0.858333333;4.233333333;Liffey Estuary Lower;2017
204;8.025;1.318181818;8.441666667;Liffey Estuary Lower;2018
205;8.0125;1.133333333;2.4625;Liffey Estuary Lower;2019
206;8.016666667;1;1.275;Liffey Estuary Lower;2007
207;8.0625;0.9999;1.437475;Liffey Estuary Lower;2008
208;8.016666667;1.166583333;4.05;Liffey Estuary Lower;2009
209;8.033333333;0.9999;3.7;Liffey Estuary Lower;2010
210;8.041666667;1.124125;4.033333333;Liffey Estuary Lower;2011
211;8.025;1.166666667;4.9;Liffey Estuary Lower;2013
212;8.11;0.783333333;5.3;Liffey Estuary Lower;2014
213;8.091666667;1.24;6.1;Liffey Estuary Lower;2015
214;8;1;0.325;Liffey Estuary Lower;2007
215;7.988888889;1.111022222;2.511088889;Liffey Estuary Lower;2008
216;8;0.9999;4.25;Liffey Estuary Lower;2009
217;7.983333333;1.249925;3.083333333;Liffey Estuary Lower;2010
218;7.991666667;1.165833333;3.675;Liffey Estuary Lower;2011
219;7.966666667;1.165833333;4.716666667;Liffey Estuary Lower;2012
220;7.983333333;0.833333333;3.841666667;Liffey Estuary Lower;2013
221;8.08;0.82;4.7;Liffey Estuary Lower;2014
222;8.033333333;1.291666667;5.683333333;Liffey Estuary Lower;2015
223;7.991666667;0.825;2.433333333;Liffey Estuary Lower;2016
224;8.05;0.964285714;3.142857143;Liffey Estuary Lower;2017
225;7.991666667;1.266666667;5.266666667;Liffey Estuary Lower;2018
226;8;1.625;1.55;Liffey Estuary Lower;2019
227;8.01;0.9999;1.44998;Liffey Estuary Lower;2008
228;8.075;0.9999;4;Liffey Estuary Lower;2009
229;8.07;0.9999;2.93;Liffey Estuary Lower;2010
230;8.05;0.999;2.966666667;Liffey Estuary Lower;2011
231;8.1;0.999;3.083333333;Liffey Estuary Lower;2012
232;8.041666667;0.857142857;3.408333333;Liffey Estuary Lower;2013
233;8.125;0.733333333;4.325;Liffey Estuary Lower;2014
234;8.066666667;0.5;3.266666667;Liffey Estuary Lower;2015
235;8.1;1.5;2.9;Liffey Estuary Upper;2007
236;8.216666667;0.9999;1.349966667;Liffey Estuary Upper;2008
237;8.2;2;5.7;Liffey Estuary Upper;2009
238;8.1;1.79998;7.8;Liffey Estuary Upper;2010
239;8;3.499833333;61.05;Liffey Estuary Upper;2011
240;8.233333333;0.999;2.166666667;Liffey Estuary Upper;2012
241;7.8;2;16.7;Liffey Estuary Upper;2013
242;8.183333333;1.6;32.78333333;Liffey Estuary Upper;2014
243;8.12;1.32;9.42;Liffey Estuary Upper;2015
244;8.1;2.6;3.2;Liffey Estuary Upper;2016
245;8.15;1.833333333;14.23333333;Liffey Estuary Upper;2017
246;8.033333333;2.4;41.4;Liffey Estuary Upper;2018
247;8.05;0.5;1.05;Liffey Estuary Upper;2019
248;7.966666667;2;18.13333333;Liffey Estuary Upper;2011
249;8;1.332666667;3.7;Liffey Estuary Upper;2012
250;7.8;2.5;10.95;Liffey Estuary Upper;2013
251;8.04;0.7;7.52;Liffey Estuary Upper;2014
252;7.966666667;1.45;6.866666667;Liffey Estuary Upper;2015
253;7.9;1.25;2.985714286;Liffey Estuary Upper;2007
254;7.983333333;0.9999;1.516641667;Liffey Estuary Upper;2008
