SampleID;x1;x2;y;RandomEffect
1;0.048;0.053;26271;1
2;0.043;0.025;2943;1
3;0.04;0.049;45169;1
4;0.03;0.029;96558;1
5;0.075;0.047;1414;1
6;0.075;0.052;5047;1
7;0.238;0.132;2312;1
8;0.221;0.129;18352;1
9;0.111;0.024;3062;1
10;0.191;0.023;7795;1
11;0.056;0.018;1399.5;1
12;0.056;0.022;1288;1
13;0.035;0.016;5332;1
14;0.031;0.015;1693;1
15;0.014;0.012;1172;1
16;0.012;0.013;1935;1
17;0.01;0.011;1983.25;1
18;0.009;0.009;603.25;1
19;0.003;0.005;618;1
20;0.004;0.006;2619;1
21;0.002;0.006;760;1
22;0.002;0.014;867.3333333;1
23;0.003;0.009;2734;1
24;0.004;0.012;577;1
25;0.023;0.033;16660;2
26;0.025;0.019;21010;2
27;0.016;0.055;13110;2
28;0.022;0.062;27164;2
29;0.031;0.025;8631.5;2
30;0.033;0.021;8929;2
31;0.143;0.07;6674;2
32;0.146;0.067;7961;2
33;0.114;0.01;3498;2
34;0.116;0.011;4370;2
35;0.019;0.001;2839;2
36;0.021;0.006;1539;2
37;0.02;0.003;13010;2
38;0.019;0.004;2384;2
39;0.01;0.006;1038;2
40;0.01;0.005;2423;2
41;0.006;0.002;1245.75;2
42;0.006;0.002;702.25;2
43;0.003;0.002;639;2
44;0.003;0;1306;2
45;0.002;0.025;1217;2
46;0.002;0.002;1541;2
47;0.003;0.009;854;2
48;0.004;0.01;1240;2
