SampleID;x1;x2;y;RandomEffect
1;0.007444444;1.025;2.602777778;1988
2;0.009888889;0.938888889;3.561111111;1989
3;0.008083333;0.563888889;1.425;1990
4;0.021454545;1.139393939;1.363636364;1991
5;0.019361111;1.483333333;0.983333333;1992
6;0.023055556;0.877777778;0.905555556;1993
7;0.022388889;0.777777778;2.011111111;1994
8;0.018111111;1.097222222;2.641666667;1995
9;0.012388889;1.411111111;2.561111111;1996
10;0.011305556;0.755555556;2.422222222;1997
11;0.0135;1.066666667;3.230555556;1998
12;0.010694444;0.838888889;3.138888889;1999
13;0.010444444;1.275;2.836111111;2000
14;0.012833333;0.938888889;2.538888889;2001
15;0.006722222;0.786111111;1.744444444;2002
16;0.007138889;0.819444444;2.625;2003
17;0.006527778;0.983333333;1.930555556;2004
18;0.005805556;0.869444444;2.588888889;2005
19;0.004222222;0.788888889;3.238888889;2006
20;0.008444444;0.858333333;4.083333333;2007
21;0.00625;1.088888889;4.222222222;2008
22;0.006166667;0.977777778;3.438888889;2009
23;0.005333333;1.022222222;3.511111111;2010
24;0.0055;1.213888889;4.9;2011
25;0.006666667;0.697222222;2.558333333;2012
26;0.007583333;1.1;3.9;2013
27;0.005888889;1.047222222;2.727777778;2014
28;0.006;1.030555556;2.805555556;2015
29;0.004472222;1.530555556;6.525;2016
30;0.006166667;0.738888889;1.763888889;2017
31;0.00575;0.772222222;2.336111111;2018
32;0.020166667;0.433333333;0.9;1993
33;0.019916667;0.661111111;2.169444444;1994
34;0.02;0.705555556;1.747222222;1995
35;0.012583333;1.063888889;1.233333333;1996
36;0.011472222;0.602777778;1.688888889;1997
37;0.013361111;0.6;2.222222222;1998
38;0.011388889;0.480555556;2.213888889;1999
39;0.013444444;0.611111111;1.825;2000
40;0.012944444;0.6;2.008333333;2001
41;0.007305556;0.575;1.35;2002
42;0.007638889;0.588888889;1.45;2003
43;0.007888889;0.927777778;1.658333333;2004
44;0.007138889;0.536111111;1.486111111;2005
45;0.0055;0.555555556;2.830555556;2006
46;0.009416667;0.486111111;1.791666667;2007
47;0.008861111;0.530555556;2.194444444;2008
48;0.007222222;0.666666667;1.836111111;2009
49;0.007027778;0.547222222;2.277777778;2010
50;0.008527778;0.577777778;1.544444444;2011
51;0.009055556;0.302777778;1.244444444;2012
52;0.010194444;0.908333333;1.7;2013
53;0.008083333;0.738888889;2.116666667;2014
54;0.008111111;0.519444444;1.491666667;2015
55;0.007194444;0.752777778;3.416666667;2016
56;0.008138889;0.561111111;1.211111111;2017
57;0.007194444;0.425;2.338888889;2018
58;0.013282051;1.025641026;3.561538462;1986
59;0.008791667;1.077777778;2.686111111;1987
60;0.007416667;1.179166667;3.194444444;1988
61;0.011611111;1.011111111;4.061111111;1989
62;0.006763889;0.743055556;1.736111111;1990
63;0.013333333;1.160606061;1.787878788;1991
64;0.01825;1.627777778;1.457575758;1992
65;0.025944444;1.061111111;1.081944444;1993
66;0.023916667;0.891666667;2.844444444;1994
67;0.019555556;1.201388889;4.130555556;1995
68;0.013916667;1.466666667;2.505555556;1996
69;0.013138889;0.783333333;2.069444444;1997
70;0.015083333;1.047222222;2.997222222;1998
71;0.012361111;0.786111111;2.752777778;1999
72;0.010069444;1.286111111;3.168055556;2000
73;0.012055556;0.913888889;2.954166667;2001
74;0.007069444;0.826388889;1.834722222;2002
75;0.006694444;0.833333333;2.145833333;2003
76;0.006805556;0.969444444;2.391666667;2004
77;0.005958333;0.844444444;2.393055556;2005
78;0.005347222;0.693055556;2.923611111;2006
79;0.008430556;0.8375;3.897222222;2007
80;0.006638889;1.051388889;4.229166667;2008
81;0.006888889;0.941666667;3.075;2009
82;0.005361111;0.816666667;3.247222222;2010
83;0.006;1.1;4.627777778;2011
84;0.007722222;0.522222222;2.005555556;2012
85;0.007777778;0.902777778;4.230555556;2013
86;0.007777778;0.975;2.797222222;2014
87;0.006638889;0.852777778;2.330555556;2015
88;0.004777778;1.169444444;6.711111111;2016
89;0.007527778;0.65;1.675;2017
90;0.006833333;0.811111111;2.838888889;2018
91;0.013307692;0.830769231;2.205128205;1986
92;0.009638889;0.938888889;1.491666667;1987
93;0.006777778;0.9;2.177777778;1988
94;0.009472222;0.830555556;3.022222222;1989
95;0.007222222;0.7;1.211111111;1990
96;0.013151515;0.954545455;1.290909091;1991
97;0.015777778;1.575;1.613888889;1992
98;0.023388889;0.830555556;0.752777778;1993
99;0.023333333;0.694444444;1.641666667;1994
100;0.019138889;0.877777778;2.163888889;1995
101;0.014666667;1.286111111;1.802777778;1996
102;0.01375;0.736111111;1.894444444;1997
103;0.015027778;1;2.980555556;1998
104;0.012111111;0.763888889;2.730555556;1999
105;0.013055556;1.180555556;2.641666667;2000
106;0.013305556;0.841666667;2.691666667;2001
107;0.007138889;0.722222222;1.725;2002
108;0.007111111;0.708333333;1.866666667;2003
109;0.007888889;0.908333333;2.433333333;2004
110;0.006166667;0.727777778;2.366666667;2005
111;0.00475;0.641666667;3.047222222;2006
112;0.00975;0.680555556;3.188888889;2007
113;0.0075;1.208333333;3.966666667;2008
114;0.007111111;0.838888889;2.444444444;2009
115;0.005083333;0.713888889;2.2;2010
116;0.006277778;1.116666667;4.4;2011
117;0.007666667;0.483333333;1.736111111;2012
118;0.007888889;0.897222222;3.897222222;2013
119;0.00775;0.822222222;2.680555556;2014
120;0.007222222;0.813888889;1.741666667;2015
121;0.006194444;1.244444444;5.316666667;2016
122;0.006944444;0.580555556;1.505555556;2017
123;0.007166667;0.661111111;2.194444444;2018
124;0.010410256;0.812820513;1.923076923;1986
125;0.008833333;0.833333333;1.788888889;1987
126;0.00825;1.297222222;3.733333333;1988
127;0.007527778;0.808333333;3.063888889;1989
128;0.005527778;0.633333333;1.3;1990
129;0.015151515;0.954545455;1.33030303;1991
130;0.013805556;1.75;1.422222222;1992
131;0.021055556;0.811111111;0.725;1993
132;0.020944444;0.772222222;2.091666667;1994
133;0.017638889;0.877777778;2.208333333;1995
134;0.013138889;1.305555556;2.125;1996
135;0.009972222;0.741666667;2.052777778;1997
