SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;0.018565217;0.34375;3.5;ELATAGH;2013-2015
2;0.010611111;0.21875;3;ELATAGH;2016-2018
3;0.031845652;0.0625;3;MOURNE BEG;2010-2012
4;0.046351351;0.25;3.5;MOURNE BEG;2016-2018
5;0.0156;0.34375;3;STRANAGOPPOGE;2013-2015
6;0.01;0.171875;4;STRANAGOPPOGE;2016-2018
7;0.07;0.390625;3;BLACKWATER (MONAGHAN);2010-2012
8;0.069716049;0.375;3.5;BLACKWATER (MONAGHAN);2016-2018
9;0.011;0.296875;4;BIG (LOUTH);2013-2015
10;0.015611111;0.265625;4;BIG (LOUTH);2016-2018
11;0.038847826;0.4375;4;DEE;2010-2012
12;0.098340909;0.453125;4;DEE;2013-2015
13;0.0924;0.640625;4.5;DEE;2016-2018
14;0.020588235;0.515625;4;FANE;2010-2012
15;0.029784615;0.453125;4.5;FANE;2013-2015
16;0.023395926;0.40625;4.5;FANE;2016-2018
17;0.157941176;0.46875;3;WHITE (LOUTH);2010-2012
18;0.164944444;0.46875;3;WHITE (LOUTH);2013-2015
19;0.163972222;0.46875;3.5;WHITE (LOUTH);2016-2018
20;0.033272635;0.484375;4;ATHBOY;2007-2009
21;0.031583333;0.3125;4;ATHBOY;2013-2015
22;0.028555556;0.3125;4;ATHBOY;2016-2018
23;0.030391304;0.34375;4;BLACKWATER (KELLS);2007-2009
24;0.038916667;0.375;4;BLACKWATER (KELLS);2013-2015
25;0.034611111;0.328125;3.5;BLACKWATER (KELLS);2016-2018
26;0.06;0.59375;4;BOYNE;2007-2009
27;0.073444444;0.5;3.5;BOYNE;2013-2015
28;0.066545455;0.46875;3.5;BOYNE;2016-2018
29;0.04257577;0.546875;3.666666667;BOYNE;2007-2009
30;0.046478261;0.59375;3.5;BOYNE;2013-2015
31;0.031223404;0.625;4;BOYNE;2016-2018
32;0.046302804;0.390625;3.5;NANNY (MEATH);2007-2009
33;0.029489583;0.3125;3;NANNY (MEATH);2010-2012
34;0.036458333;0.40625;3.5;NANNY (MEATH);2013-2015
35;0.038916667;0.453125;3;NANNY (MEATH);2016-2018
36;0.103648649;0.65625;4;DODDER;2010-2012
37;0.055535211;0.6875;4;DODDER;2013-2015
38;0.106973684;0.703125;3.5;DODDER;2016-2018
39;0.012724138;0.53125;4;LIFFEY;2007-2009
40;0.015138889;0.515625;4;LIFFEY;2010-2012
41;0.013027778;0.265625;4;LIFFEY;2013-2015
42;0.013;0.28125;4;LIFFEY;2016-2018
43;0.153944444;0.59375;3.5;LIFFEY;2007-2009
44;0.118095238;0.578125;3.5;LIFFEY;2010-2012
45;0.057916667;0.5;3.5;LIFFEY;2013-2015
46;0.044608696;0.53125;4;LIFFEY;2016-2018
47;0.040076923;0.34375;3;RYE WATER;2010-2012
48;0.0375;0.34375;3;RYE WATER;2013-2015
49;0.033413043;0.1875;3.5;RYE WATER;2016-2018
50;0.017759574;0.3125;3.5;AVONBEG;2007-2009
51;0.011333333;0.234375;4;AVONBEG;2013-2015
52;0.023703125;0.5;3.5;DARGLE;2007-2009
53;0.034661017;0.65625;3;DARGLE;2013-2015
54;0.012894737;0.640625;3.5;DARGLE;2016-2018
55;0.011625;0.1875;3.5;GLENCREE;2007-2009
56;0.011166667;0.1875;4.5;GLENCREE;2013-2015
57;0.016148936;0.1875;3.5;GLENEALO;2007-2009
58;0.026604651;0.140625;3.5;GLENEALO;2016-2018
59;0.0553125;0.375;3.5;VARTRY;2007-2009
60;0.013277778;0.484375;4;VARTRY;2016-2018
