SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;50.74571429;33.81291709;0.778;A;1990
2;82.3;28.550279;0.778;A;1991
3;119.375;29.60379496;0.722;A;1992
4;118;27.71792013;0.556;A;1993
5;93.6;25.64;0.667;A;1994
6;69.57142857;31.84398069;0.389;A;1995
7;83;30.0224746;0.722;A;1996
8;75.94285714;29.30976486;0.611;A;1997
9;74.325;26.60377;0.611;A;1998
10;48.8;30.8820694;0.611;A;1999
11;46.61666667;31.7366026;0.611;A;2000
12;44.9;29.11428571;0.833;A;2001
13;12.13333333;30.22222222;0.667;A;2002
14;19.65454545;30.1;0.5;A;2003
15;24.27272727;28.53636364;0.722;A;2004
16;21.08888889;30.18;0.667;A;2005
17;9.2875;29.95459204;0.722;A;2006
18;5.4825;31.11023456;0.722;A;2007
19;6.8;30.16;0.722;A;2008
20;8.071428571;31.01;0.667;A;2009
21;5.485714286;31.17777778;0.667;A;2010
22;113.5777778;31.12444027;0.444;B;1990
23;125.2666667;27.38755567;0.444;B;1991
24;154.25;23.7368726;0.611;B;1992
25;137.0909091;26.95180836;0.333;B;1993
26;110.625;26.4625;0.722;B;1994
27;114.25;27.35211239;0.5;B;1996
28;101.7142857;24.99303853;0.556;B;1997
29;80.04;27.59227464;0.389;B;1998
30;98.55555556;25.26856082;0.722;B;1999
31;84.65555556;27.01553142;0.444;B;2000
32;64.78888889;26.4375;0.722;B;2001
33;31.76;27.2;0.556;B;2002
34;34.85833333;26.75;0.722;B;2003
35;43.15454545;26.28181818;0.556;B;2004
36;29.22222222;26.99;0.778;B;2005
37;30.2375;26.041299;0.667;B;2006
38;10.53375;28.46040807;0.556;B;2007
39;8.7375;23.57416667;0.722;B;2008
40;10.24285714;27.52727273;0.722;B;2009
41;6.1;29.22222222;0.778;B;2010
42;8.92;29.25;0.833;B;2011
43;4.728571429;29.72727273;0.778;B;2012
44;7.525;25.45;0.611;B;2013
45;4.9;27.56224406;0.72;B;2014
46;5.98;28.46523629;0.778;B;2015
47;215.1888889;25.39944527;0.389;C;1990
48;204.375;23.3530073;0.556;C;1991
49;226.8333333;19.55657606;0.5;C;1992
50;235.9090909;21.68568714;0.5;C;1993
51;175.375;22.0125;0.389;C;1994
52;207.25;22.81590586;0.611;C;1995
53;224.125;19.94196193;0.556;C;1996
54;187.5714286;19.84163797;0.444;C;1997
55;168;22.12553237;0.444;C;1998
56;162.8888889;16.94358164;0.444;C;1999
57;166.1;21.39617244;0.611;C;2000
58;132.3;19.5875;0.5;C;2001
59;64.62;17.98;0.611;C;2002
60;62.76666667;20.36666667;0.389;C;2003
61;89.07272727;19.89090909;0.667;C;2004
62;85.22222222;17.36363636;0.444;C;2005
63;52.3375;19.28917234;0.667;C;2006
64;15.92428571;21.60110178;0.611;C;2007
65;14.775;19.30916667;0.667;C;2008
66;12.38571429;22.64545455;0.556;C;2009
67;8.442857143;24.7;0.722;C;2010
68;17.23333333;24.42;0.611;C;2011
69;6.485714286;24.84545455;0.667;C;2012
70;9.4875;23;0.667;C;2013
71;6.245454545;24.80775526;0.611;C;2014
72;11.11;23.11565928;0.788;C;2015
73;364.2125;12.64213799;0.33;D;1991
74;301;9.20091651;0.444;D;1993
75;272.0625;11.11454164;0.444;D;1996
76;294.9166667;11.9485003;0.5;D;1998
77;254.0833333;11.38890469;0.389;D;2000
78;198.9722222;12.15625;0.556;D;2001
79;93.09;10.01;0.556;D;2002
80;127.2708333;12.33333333;0.667;D;2003
81;173.35;11.14090909;0.667;D;2004
82;104.6666667;10.2;0.611;D;2005
83;61.75625;11.08083741;0.444;D;2006
84;16.39666667;11.76423766;0.667;D;2007
85;18.85;12.1725;0.778;D;2008
86;13.9;14.11583333;0.611;D;2009
87;13.57142857;15.10666667;0.667;D;2010
88;22.58333333;15.105;0.722;D;2011
89;10.60714286;14.77727273;0.667;D;2012
90;11.1625;12.415;0.556;D;2013
91;9.472727273;14.89819479;0.611;D;2014
92;17.855;14.86121059;0.944;D;2015
93;48.47;3.81;0.333;E;2002
94;51.35;5.113888889;0.333;E;2003
95;37.43030303;4.906060606;0.389;E;2004
96;27.96296296;4.075757576;0.5;E;2005
97;33.58333333;4.633549902;0.444;E;2006
98;9.109166667;5.649870689;0.444;E;2007
99;13.4875;7.727777778;0.444;E;2008
100;15.67619048;6.798571429;0.444;E;2009
101;12.3952381;10.69777778;0.611;E;2010
102;17.48888889;8.766666667;0.667;E;2011
103;10.29571429;9.115454545;0.611;E;2012
104;9.945833333;7.753333333;0.556;E;2013
105;12.21212121;9.297670678;0.667;E;2014
106;9.65;8.432372781;0.722;E;2015
