SampleID;x1;x2;y;RandomEffect
1;0.042;344;19;US
2;0.003;1178;32;DS
3;0.022;8061;26;US
4;0.066;11865;10;DS
5;1.809;2895;11;US
6;3.146;958.5;13;DS
7;0.021;3062.5;31;US
8;0.02;3455.5;13;DS
9;0.009;504;23;US
10;0.007;4214.5;28;DS
11;0.027;11266.5;34;US
12;0.032;1105.5;28;DS
13;0.043;63.5;24;US
14;0.06;659;32;DS
15;0.02;1629;30;US
16;0.018;3648.5;25;DS
17;0.044;1860.5;15;US
18;0.014;1015;16;DS
19;0.097;2120;31;US
20;0.028;3156;39;DS
21;0.021;670;28;US
22;0.036;529.5;29;DS
23;0.043;14034.5;34;US
24;0.038;4141.5;30;DS
25;0.108;540;21;US
27;0.113;10040;19;US
28;0.06;8342;20;DS
30;0.296;26002;26;DS
