SampleID;x1;x2;y
1;20;5.032988587;629.755583
2;1.13;6.827020095;1222.51296
3;0.91;6.100604686;3743.010597
4;0.84;5.827896007;5225.991289
5;0.65;6.990730519;4838.733131
6;0.77;5.681814413;3278.451338
7;0.58;6.167009653;2047.219127
8;0.61;5.900848806;2695.895175
9;3.24;6.210363636;2183.876836
10;0.94;7.471166667;2519.588569
11;1;6.79725;3423.517523
12;1.07;6.3454;4169.484697
13;0.79;5.797301587;2422.583876
14;1.51;6.225382353;3701.665126
15;0.94;7.550546218;4370.136021
16;0.71;7.322698413;3622.450823
17;0.94;9.562777778;4295.071886
18;0.74;7.115409091;5596.915839
19;0.72;6.663035714;5351.806729
20;0.67;5.397698413;7172.201052
21;1;5.442884615;6108.429521
22;0.77;6.146458333;6197.011068
23;1.06;7.032724699;5681.771809
24;0.85;8.543968254;4721.729522
25;0.9;7.13135;4523.306758
26;0.77;7.034843137;3756.710712
27;0.77;6.792014652;2974.009986
28;27.1;9.122540146;15.050322
29;26.8;6.40811297;899.607835
30;15.85;5.250734735;815.479277
31;10.65;5.462946178;2005.423987
32;6.94;5.697921529;5071.540062
33;10.85;4.540722594;3372.540836
34;11.62;5.629939848;6632.914962
35;9.36;5.764455564;3386.314689
36;10.69;6.116187452;2363.12645
37;8.17;6.920835693;1856.936054
38;7.39;6.370307917;2885.092058
39;21;6.095149445;1320.696184
40;8.39;5.644153171;1851.410246
41;7.72;5.945869768;4940.500539
42;8.06;6.757012953;2281.566697
43;7.94;7.540427789;1754.131326
44;6.23;6.770369118;1208.007528
45;7.01;6.650131552;838.416655
46;5.84;6.166676068;645.457365
47;4.84;4.635734654;1221.356778
48;3.87;5.679639663;3138.237892
49;5.81;6.093441031;1643.359571
50;6.13;5.937377371;2174.160799
51;7.7;7.638223822;2255.966751
52;5.49;6.910739495;2804.642501
53;23.9;6.222770709;893.236987
54;4.2;6.5880255;857.475507
55;3;6.316722333;1187.62014
56;0.92;4.269090909;1202.435531
