SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;27;2.82;1.4;7;1980
2;21.8;2.82;1.7;7;1980
3;24.5;2.97;1.4;7;1980
4;25.9;8.32;3.2;33;1980
5;27.6;7.85;3;33;1980
6;20.3;13.24;0.5;43;1980
7;40.9;12.42;1;43;1980
8;29.1;6.04;1.3;43;1980
9;30.9;16.6;2.1;45;1980
10;27;9.68;2.1;45;1980
11;14.1;17.89;0.1;209;1980
12;17;17.69;1.7;209;1980
13;17.1;15.42;3.1;209;1980
14;16.4;12.07;3.2;209;1980
15;16.1;6.45;1.9;209;1980
16;15;2.59;0.4;209;1980
17;16.2;1.78;0.2;209;1980
18;19.1;3.85;0.3;209;1980
19;17.8;15.26;2.8;211;1980
20;18.1;15.76;3.1;211;1980
21;18.4;14.8;3.7;211;1980
22;16.8;14.05;3.2;211;1980
23;16;13.44;1.9;211;1980
24;17;2.66;0.9;211;1980
25;14;1.98;0.4;211;1980
26;15.4;4.18;0.4;211;1980
27;22;16.71;1.1;242;1980
28;20.1;16.72;0.9;242;1980
29;20.6;16.72;1.1;242;1980
30;21.5;15.22;1.1;242;1980
31;17.4;4.94;0.6;242;1980
32;27.5;16.05;2.8;245;1980
33;22.3;16;2.9;245;1980
34;22.3;15.92;3;245;1980
35;22.1;15.89;2.5;245;1980
36;21.1;13.64;2.2;245;1980
37;22.6;16.66;3.1;248;1980
38;24.8;16.66;4.2;248;1980
39;24.7;16.29;2.7;248;1980
40;21.5;16.27;2.4;248;1980
41;20.9;16.27;3.5;248;1980
42;24.6;17.32;3.2;3219;1980
43;22.3;17.31;3.5;3219;1980
44;20.6;16.96;2.9;3219;1980
45;20.5;16.5;3.5;3219;1980
46;19.6;15.74;2.6;3219;1980
47;24.7;17.32;3.2;249;1980
48;22.4;17.31;3.5;249;1980
49;20.6;16.96;2.9;249;1980
50;20.5;16.5;3.5;249;1980
51;19.6;15.74;2.6;249;1980
52;23.5;16.6;8.4;250;1980
53;24.3;16.6;8.6;250;1980
54;21.5;16.48;8.6;250;1980
55;21.2;16.36;4.5;250;1980
56;19.1;15.82;2.9;250;1980
57;18.4;17.52;1.9;262;1980
58;20;17.5;2.2;262;1980
59;20;17.48;2.2;262;1980
60;18.4;16.16;1.7;262;1980
61;18.8;15.84;1.1;262;1980
62;22.4;16.76;1.5;265;1980
63;23.6;16.71;1.8;265;1980
64;20.1;12.71;0.5;265;1980
65;18.3;14.16;1.3;294;1980
66;18.7;14.17;1.3;294;1980
67;18.7;8.34;2.2;294;1980
68;18;2.14;0.5;7;1981
69;19.3;14.78;1.9;477;1981
70;20.5;14.78;1.7;477;1981
71;20.8;14.78;1.7;477;1981
72;20.8;14.78;1.6;477;1981
73;20.1;14.67;1;477;1981
74;18.7;15.34;2.1;490;1981
75;20;15.34;2;490;1981
76;19.3;15.48;1.5;490;1981
77;18.2;15.66;0.8;490;1981
78;18.2;15.71;0.7;490;1981
79;14.5;13.54;2.4;493;1981
80;14.1;13.23;2.6;493;1981
81;14.9;11.69;1.7;493;1981
82;14.1;10.81;1.2;493;1981
83;13.8;10.12;1.2;493;1981
84;16.9;11.88;2.1;496;1981
85;17.3;11.9;2;496;1981
86;16.7;11.9;2.3;496;1981
87;17.7;11.89;2.1;496;1981
88;22.2;16.07;2.2;385;1982
89;21.7;16.04;1.8;385;1982
90;23.9;16.01;2.3;385;1982
91;23.9;10.25;3.6;385;1982
92;20.6;9.86;1;385;1982
93;18.9;6.65;0.5;385;1982
94;19.7;17.49;1.2;390;1982
95;20.4;17.06;0.8;390;1982
96;20.4;12.02;0.8;390;1982
97;20.7;10.11;0.9;390;1982
98;20.7;9.6;1.4;390;1982
99;19.4;3.64;0.4;390;1982
100;21.9;19.98;2.6;394;1982
101;21.9;19.96;1.8;394;1982
102;21.7;16.63;3;394;1982
103;20.4;12.05;1.7;394;1982
104;19.4;11.49;1.1;394;1982
105;18.7;3.98;0.6;394;1982
106;27.6;20.42;1.7;5020;1982
107;25.6;20;1.7;5020;1982
108;25.1;18.9;1.6;5020;1982
109;23.3;18.69;3.1;5020;1982
110;22.6;13;1.5;5020;1982
111;22;6.78;0.7;5020;1982
112;27.7;20.42;1.7;398;1982
113;25.6;20;1.7;398;1982
114;25.1;18.9;1.6;398;1982
115;23.4;18.69;3.1;398;1982
116;22.6;13;1.5;398;1982
117;22;6.78;0.7;398;1982
118;21;20.78;2.1;5069;1982
119;20.6;20.8;1.5;5069;1982
120;19.8;20.77;1.3;5069;1982
121;19.6;13.55;1.5;5069;1982
122;19.1;10.06;2;5069;1982
123;21;20.78;2.1;418;1982
124;20.7;20.8;1.5;418;1982
125;19.8;20.77;1.3;418;1982
126;19.7;13.55;1.5;418;1982
127;19.1;10.06;2;418;1982
128;26.3;19.07;2.1;422;1982
129;23.6;19.16;1.9;422;1982
130;24.4;19.14;2.1;422;1982
131;22.5;15.25;2.1;422;1982
132;21.1;12.22;2.3;422;1982
133;19.9;18.59;1.2;423;1982
134;19.5;18.55;1.2;423;1982
135;19.5;18.49;0.9;423;1982
136;19.2;17.4;0.9;423;1982
137;18.2;11.46;0.9;423;1982
138;22.7;0.74;0.3;5;1984
139;21.8;0.71;0.4;5;1984
140;22.3;0.72;0.3;5;1984
141;22.3;0.74;0.3;5;1984
142;22.7;1.54;0.3;5;1984
143;20.1;17.79;2.8;324;1984
144;20.1;17.79;2.3;324;1984
145;19.9;17.79;2.3;324;1984
146;18.3;17.15;2.2;324;1984
147;15;5.9;2.4;324;1984
148;23.5;18.24;1.3;328;1984
149;22.4;17.43;1.5;328;1984
150;19.2;12.73;0.2;328;1984
151;20.7;17.87;2.8;330;1984
152;23.9;17.88;2.9;330;1984
153;25.1;17.81;3.4;330;1984
154;22.6;14.21;2.2;330;1984
155;20;10.48;1.1;330;1984
156;20.4;18.12;2.1;334;1984
157;19.5;18.12;2.1;334;1984
158;20.1;18.09;1.6;334;1984
159;19.8;18.03;1.5;334;1984
160;19.8;17.66;3.6;337;1984
161;20.6;17.66;3.6;337;1984
162;20.9;17.66;3.6;337;1984
163;20.9;17.64;3.6;337;1984
164;22.2;14.71;1.2;337;1984
165;14.6;17.81;2.7;7936;1984
166;19.3;17.68;2.9;7936;1984
167;20.3;17.81;2.6;7936;1984
168;19.6;17.79;2.7;7936;1984
169;19.3;14.27;2.3;7936;1984
170;14.6;17.81;2.7;346;1984
171;19.3;17.68;2.9;346;1984
172;20.4;17.81;2.6;346;1984
173;19.6;17.79;2.7;346;1984
174;19.3;14.27;2.3;346;1984
175;19.9;17.53;4.1;349;1984
176;19.4;17.53;4.2;349;1984
177;19.6;17.53;4.1;349;1984
178;19.1;17.52;4.2;349;1984
179;14.2;15.08;1.2;349;1984
180;20;16.17;1.4;374;1985
181;20.4;16.15;1.3;374;1985
182;20;9.96;0.3;374;1985
183;24.4;14.25;1.3;380;1985
184;20.3;14.07;1.4;380;1985
185;28.9;5.42;0.3;380;1985
186;20.7;15.05;0.2;386;1985
187;25.2;15.05;0.3;386;1985
188;17.6;14.77;0.2;386;1985
189;17.9;7.13;0.2;386;1985
190;16.1;3.08;0.1;386;1985
191;17.6;16.55;1.4;9483;1985
192;17.6;16.55;1.2;9483;1985
193;16.6;16.23;1.1;9483;1985
194;17.7;16.55;1.4;389;1985
195;17.6;16.55;1.2;389;1985
196;16.7;16.23;1.1;389;1985
197;20.2;16.69;1.9;395;1985
198;19.4;16.7;1.9;395;1985
199;21.8;16.5;1.5;395;1985
200;20.7;14.52;1.6;395;1985
201;16.1;7.54;0.7;395;1985
202;22;0.18;0.1;40;1986
203;21.7;0.08;0.1;40;1986
204;22;0.18;0.1;40;1986
205;22.2;0.2;0.1;40;1986
206;22.2;0.21;0.1;40;1986
207;22;0.69;0.4;42;1986
208;21.5;0.67;0.3;42;1986
209;22.7;0.66;0.3;42;1986
210;21.2;0.66;0.3;42;1986
211;23.4;0.66;0.4;42;1986
212;22.9;0.72;0.6;43;1986
213;23.8;-0.24;0.6;43;1986
214;23.8;-0.28;0.5;43;1986
215;23.2;-0.27;0.4;43;1986
216;22.3;17.72;1;917;1986
217;21.1;17.77;2.8;917;1986
218;20.8;17.63;3;917;1986
219;30.8;17.16;3.2;917;1986
220;18;16.12;1.5;917;1986
221;22.4;17.72;1;843;1986
222;21.1;17.77;2.8;843;1986
223;20.8;17.63;3;843;1986
224;30.8;17.16;3.2;843;1986
225;18;16.12;1.5;843;1986
226;22.3;19.1;2.9;847;1986
227;21.4;19.24;3.4;847;1986
228;19.3;18.21;2.1;847;1986
229;18.7;17.85;1.8;847;1986
230;19;15.89;2.5;847;1986
231;30.5;17.69;3.3;849;1986
232;22.5;17.28;2.8;849;1986
233;24.2;16.78;3.4;849;1986
234;21.1;16.08;3.1;849;1986
235;19.9;10.73;2.4;849;1986
236;21.7;18.05;2;855;1986
237;20.8;18.14;1.4;855;1986
238;24.9;18.06;2.1;855;1986
239;20.1;17.93;1.9;855;1986
240;19.5;17.86;1.2;855;1986
241;17.5;15.71;1.6;859;1986
242;17.8;16.76;1.5;859;1986
243;18.1;16.76;0.8;859;1986
244;17.5;15.24;1.1;859;1986
245;14.8;7.46;0.7;859;1986
246;27.9;16.18;1.9;863;1986
247;21.8;16.21;1.8;863;1986
248;29.8;16.2;1.7;863;1986
249;22.4;16.18;1.7;863;1986
250;23.7;13.48;0.9;863;1986
251;28.3;14.77;2.8;867;1986
252;19.7;15.58;2.3;867;1986
253;18.9;15.59;2.6;867;1986
254;18.2;15.54;2.5;867;1986
255;21.2;7.31;0.8;867;1986
256;18.1;15.44;2.6;870;1986
257;18.5;15.58;2.7;870;1986
258;18.5;15.56;2.3;870;1986
259;16.5;11.41;1;870;1986
260;14.8;9.43;0.5;870;1986
261;23.1;-0.9;0.3;10;1987
262;23.9;-0.34;0.3;10;1987
263;25;-0.36;0.2;10;1987
264;27.5;-0.37;0.3;10;1987
265;25.8;-0.37;0.3;10;1987
266;20.5;0.28;0.2;11;1987
267;20.5;0.26;0.2;11;1987
268;22;0.25;0.2;11;1987
269;22.4;0.25;0.2;11;1987
270;22.8;0.25;0.2;11;1987
271;25.8;1.12;0.1;12;1987
272;27.7;0.19;0.2;12;1987
273;24.7;-0.26;0.2;12;1987
274;26.2;-0.29;0.2;12;1987
275;28.1;-0.29;0.2;12;1987
276;20.2;14.21;3.7;678;1987
277;20.7;14.2;3.4;678;1987
278;19.8;14.11;3.4;678;1987
279;19.8;14.04;2.9;678;1987
280;19.8;14;2.6;678;1987
281;19.4;13.05;3.5;681;1987
282;19.9;13.03;3.2;681;1987
283;19.4;12.92;2.5;681;1987
284;20.1;12.87;1.9;681;1987
285;19.9;12.57;1.6;681;1987
286;20;12.93;2.7;688;1987
287;20.2;13.13;2.9;688;1987
288;20.4;13.09;2.7;688;1987
289;21;12.91;2.4;688;1987
290;20.7;13.81;2.7;692;1987
291;21.5;14.44;2.6;692;1987
292;20.1;14.42;2.7;692;1987
293;19.9;14.41;2.7;692;1987
294;19.3;14.42;2.6;692;1987
295;18.3;15.3;2.1;2990;1987
296;18.1;14.91;2.2;2990;1987
297;17.8;14.78;1.9;2990;1987
298;17.6;14.6;2;2990;1987
299;17;11.24;1.5;2990;1987
300;18.4;15.3;2.1;699;1987
301;18.2;14.91;2.2;699;1987
302;17.8;14.78;1.9;699;1987
303;17.6;14.6;2;699;1987
304;17;11.24;1.5;699;1987
305;23.3;16.9;3.4;703;1987
306;21.2;14.24;2.4;703;1987
307;22;13.88;2.3;703;1987
308;19.8;13.83;1.6;703;1987
309;17.5;4.94;0.6;703;1987
310;22.4;14.77;3.5;704;1987
311;21.4;14.71;3.4;704;1987
312;21.4;14.57;3;704;1987
313;21.2;14.55;2.9;704;1987
314;20;13.33;2;704;1987
315;21.6;14.72;3.5;705;1987
316;21.2;14.59;3.5;705;1987
317;21.4;14.42;3.2;705;1987
318;22.2;14.33;3.4;705;1987
319;21;13.34;1.9;705;1987
320;24.3;3.4;1.2;3807;1988
321;19.3;3.7;1.2;3808;1988
322;25;3.6;1.2;3809;1988
323;24.3;3.4;1.2;3811;1988
324;10.7;3.9;1.2;3814;1988
325;24.3;2.2;1.2;3957;1988
326;22.8;2.3;1.2;3958;1988
327;23.6;6;1.2;3960;1988
328;23.6;6;1.2;3969;1988
