SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;15.2;33.375;17.525;Malahide Bay;2007
2;16.1375;31.5375;6.925;Malahide Bay;2009
3;16.21833333;33.71666667;2.1;Malahide Bay;2017
4;16.855;33.30833333;1.666666667;Malahide Bay;2018
5;15.7675;33.1725;1.5;Malahide Bay;2019
6;15;33.495;19.175;Malahide Bay;2007
7;15.295;22.167274;4.2;Malahide Bay;2008
8;15.3625;30.85;6.9;Malahide Bay;2009
9;14.2625;33.525;3.225;Malahide Bay;2010
10;14.87833333;33.67011467;3.1;Malahide Bay;2011
11;13.815;33.8325;5.45;Malahide Bay;2012
12;17.505;34.055;3.15;Malahide Bay;2013
13;15.78;33.04636364;4.95;Malahide Bay;2014
14;16.12333333;33.76666667;2.1;Malahide Bay;2017
15;16.825;33.32166667;2.166666667;Malahide Bay;2018
16;15.1;32.51;1.4;Malahide Bay;2019
17;15.1025;33.4625;16.375;Malahide Bay;2007
18;15.06666667;28.309889;3.7;Malahide Bay;2008
19;15.67;31.34;6.52;Malahide Bay;2009
20;14.2975;33.5525;4.125;Malahide Bay;2010
21;14.62;32.53816;5.44;Malahide Bay;2011
22;13.945;33.8275;5.25;Malahide Bay;2012
23;17.61;34.04;2.95;Malahide Bay;2013
24;15.786;33.31;4.42;Malahide Bay;2014
25;16.055;33.75833333;1.633333333;Malahide Bay;2017
26;16.83166667;33.35666667;1.916666667;Malahide Bay;2018
27;15.022;33.242;1.06;Malahide Bay;2019
28;14.425;29.95;3.325;Wexford Harbour;2009
29;15.39666667;32.54166667;21.3;Wexford Harbour;2012
30;14.16;33.2075;4.6;Wexford Harbour;2013
31;15.64;33.675;9.65;Wexford Harbour;2014
32;16.29333333;30.73333333;5.95;Wexford Harbour;2016
33;16.56666667;29.66166667;8.3;Wexford Harbour;2017
34;17.12166667;30.44;16.61666667;Wexford Harbour;2018
35;15.1525;31.4225;3.375;Wexford Harbour;2019
36;15.61;15.61;9;Wexford Harbour;2011
37;14.425;31.475;2.4;Wexford Harbour;2009
38;15.51;32.6;10;Wexford Harbour;2011
39;17.095;33.215;5.5;Wexford Harbour;2016
40;16.40166667;31.07;5.933333333;Wexford Harbour;2017
41;16.67833333;31.53166667;14.35;Wexford Harbour;2018
42;14.88;32.7725;1.9;Wexford Harbour;2019
43;15.21583333;33.14833333;9.233333333;Wexford Harbour;2012
44;13.6525;34.0075;3.4;Wexford Harbour;2013
45;15.68833333;34.11666667;5.75;Wexford Harbour;2014
46;14.7775;32.275;4.225;Wexford Harbour;2016
47;17.058;30.604;7.96;Wexford Harbour;2017
48;16.77;31.78666667;13.45;Wexford Harbour;2018
49;15.2325;33.4025;1.975;Wexford Harbour;2019
50;13.95;32.675;2.3;Wexford Harbour;2009
51;14.96166667;33.83166667;3.733333333;Wexford Harbour;2012
52;12.915;34.52;1.325;Wexford Harbour;2013
53;15.44833333;34.29333333;3.966666667;Wexford Harbour;2014
54;16.015;33.915;3.5;Wexford Harbour;2016
55;16.60166667;30.89;5.45;Wexford Harbour;2017
56;16.67833333;32.66833333;7.616666667;Wexford Harbour;2018
57;15.00666667;34.06666667;1.933333333;Wexford Harbour;2019
58;18.1;28.2;37.33333333;Wexford Harbour;2007
59;15.7;27.35;27.615;Wexford Harbour;2008
60;18.55;30.9;45.55;Wexford Harbour;2009
61;18.7;30.4;20.4;Wexford Harbour;2010
