SampleID;x1;x2;y;RandomEffect
1;1069;11.62463618;1743.436131;1991
2;36.4;7.673024194;1952.106377;1992
3;32.8;7.568365385;4866.963489;1993
4;29.3;7.495538784;6199.384961;1994
5;42.1;7.800741012;6396.628806;1995
6;38.6;7.466857462;4318.208851;1996
7;37.3;7.548571429;3593.559583;1997
8;27.1;7.501222527;4083.355714;1998
9;28.8;7.852352941;3732.8221;1999
10;31;7.836488479;5076.461241;2000
11;27.1;7.596888889;7841.265396;2001
12;25.6;7.5216;8434.844818;2002
13;32.6;7.503670034;4670.11465;2003
14;26.8;7.881504525;6929.908804;2004
15;25.8;7.915588235;8436.880346;2005
16;20.9;7.850555556;6919.859265;2006
17;21.9;8.038888889;8964.245749;2007
18;29.2;8.093863636;10411.94815;2008
19;21.3;7.954603175;8995.830682;2009
20;24.9;7.323253968;11592.98255;2010
21;27.8;7.81225;9875.326038;2012
22;22.8;7.525;10509.38933;2013
23;63;7.352168554;9343.80536;2014
24;22;7.981984127;9156.430548;2015
25;0;8.838;8971.75551;2016
26;0;7.924068627;8881.914816;2017
27;27.2;8.514472527;6809.164454;2018
28;1035;20.39191241;17.667317;1991
29;1228;20.94935957;1158.41504;1992
30;1271;19.98751007;919.388588;1993
31;1071;20.26645424;2219.029577;1994
32;878;20.34710048;5491.226989;1995
33;828;20.34115664;3845.087436;1996
34;656;20.8513235;6780.035468;1997
35;695;20.3974935;3511.961351;1998
36;714;20.07775798;3086.87122;1999
37;657;21.12599375;3073.558178;2000
38;693;19.56660895;4117.679198;2001
39;607;19.62601206;2055.558124;2002
40;589;20.27744976;3076.082623;2003
41;928;19.76480289;6035.276546;2004
42;378;20.16088148;3564.866228;2005
43;247;21.2184758;3204.293727;2006
44;414;18.81848807;2480.070866;2007
45;300;20.56495213;1960.245402;2008
46;286;19.88024029;1721.342152;2009
47;593;19.85682747;2605.958032;2010
48;443;19.46388662;5097.065012;2011
49;393;18.96060993;5119.837119;2012
50;478;19.39170901;5675.027994;2013
51;535;19.83524498;5562.913062;2014
52;192.8;20.79603832;5694.606481;2015
53;21.3;19.08561359;4230.284605;2016
54;23.8;19.65310434;3834.65215;2017
55;464;18.89342755;4016.231283;2018
56;25;23.33818182;2426.45992;2019
