SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;16.21833333;0.12;2.1;Malahide Bay;2017
2;16.855;0.082;1.666666667;Malahide Bay;2018
3;15;0.045;19.175;Malahide Bay;2007
4;15.295;0.17;4.2;Malahide Bay;2008
5;15.3625;0.09;6.9;Malahide Bay;2009
6;14.2625;0.02;3.225;Malahide Bay;2010
7;14.87833333;0.0525;3.1;Malahide Bay;2011
8;15.78;0.06175;4.95;Malahide Bay;2014
9;16.12333333;0.1255;2.1;Malahide Bay;2017
10;16.825;0.09;2.166666667;Malahide Bay;2018
11;15.1025;0.0425;16.375;Malahide Bay;2007
12;15.06666667;0.06;3.7;Malahide Bay;2008
13;15.67;0.04;6.52;Malahide Bay;2009
14;14.2975;0.02;4.125;Malahide Bay;2010
15;14.62;0.05;5.44;Malahide Bay;2011
16;15.786;0.058;4.42;Malahide Bay;2014
17;16.055;0.077;1.633333333;Malahide Bay;2017
18;16.83166667;0.0705;1.916666667;Malahide Bay;2018
19;15.39666667;0.019;21.3;Wexford Harbour;2012
20;14.16;0.02;4.6;Wexford Harbour;2013
21;15.64;0.052;9.65;Wexford Harbour;2014
22;16.56666667;0.079;8.3;Wexford Harbour;2017
23;17.12166667;0.057;16.61666667;Wexford Harbour;2018
24;15.1525;0.065;3.375;Wexford Harbour;2019
25;15.51;0.015495;10;Wexford Harbour;2011
26;16.40166667;0.051;5.933333333;Wexford Harbour;2017
27;16.67833333;0.0415;14.35;Wexford Harbour;2018
28;14.88;0.039;1.9;Wexford Harbour;2019
29;15.21583333;0.01;9.233333333;Wexford Harbour;2012
30;13.6525;0.02;3.4;Wexford Harbour;2013
31;15.68833333;0.056;5.75;Wexford Harbour;2014
32;17.058;0.039;7.96;Wexford Harbour;2017
33;16.77;0.043;13.45;Wexford Harbour;2018
34;15.2325;0.04175;1.975;Wexford Harbour;2019
35;12.915;0.018;1.325;Wexford Harbour;2013
36;15.44833333;0.045;3.966666667;Wexford Harbour;2014
37;16.60166667;0.0395;5.45;Wexford Harbour;2017
38;16.67833333;0.02;7.616666667;Wexford Harbour;2018
39;15.00666667;0.03075;1.933333333;Wexford Harbour;2019
40;15.7;0.256666667;27.615;Wexford Harbour;2008
41;18.55;0.05;45.55;Wexford Harbour;2009
