SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;0.008;5.8;6.25;2002;3
2;0.003;5.8;4.9;2002;3
3;0.011;13.1;2.7;2002;5
4;0.01;13.1;4.05;2002;5
5;0.035;19.3;1.84;2002;6
6;0.077;21.6;1.32;2002;7
7;0.08;21.6;1.46;2002;7
8;0.059;22.8;6.46;2002;8
9;0.052;22.8;5.34;2002;8
10;0.088;19.9;4.37;2002;9
11;0.068;9.6;1.7;2002;10
12;0.068;9.6;2.52;2002;10
13;0.03;2.9;1.21;2002;12
14;0.032;2.9;0.79;2002;12
15;0.01;-0.9;3.29;2003;1
16;0.01;-0.9;2.98;2003;1
17;0.006;6.4;2;2003;3
18;0.006;6.4;4.17;2003;3
19;0.02;13.6;1.16;2003;5
20;0.021;13.6;1.19;2003;5
21;0.003;17.7;4.79;2003;6
22;0.002;17.7;3.35;2003;6
23;0.071;22.2;2.73;2003;7
24;0.074;22.2;3.99;2003;7
25;0.058;11.9;0.95;2003;10
26;0.059;11.9;0.96;2003;10
27;0.052;10;0.75;2003;11
28;0.054;10;0.67;2003;11
29;0.05;3.8;0.5;2003;12
30;0.049;3.8;0.55;2003;12
31;0.0102;0.2;5.4;2004;1
32;0.0108;0.2;8.15;2004;1
33;0.0071;2.8;1.69;2004;2
34;0.0059;2.8;2.52;2004;2
35;0.0012;5.4;1.69;2004;3
36;6.00E-04;5.4;2.06;2004;3
37;0.0096;9.7;0.5;2004;4
38;0.009;9.7;0.7;2004;4
39;0.0146;14.6;1.2;2004;5
40;0.0217;14.6;1.2;2004;5
41;0.031;19.6;2.47;2004;6
42;0.0356;19.6;1.87;2004;6
43;0.0499;22.3;2.08;2004;7
44;0.0499;22.3;3.34;2004;7
45;0.0449;22.2;4.49;2004;8
46;0.0449;22.2;2.36;2004;8
47;0.0468;20.3;0.62;2004;9
48;0.0424;20.3;1.03;2004;9
49;0.0307;11.9;1.62;2004;10
50;0.031;11.9;1.78;2004;10
51;0.0495;8.8;1.15;2004;11
52;0.0486;8.8;1.23;2004;11
53;0.0186;2.8;0.58;2004;12
54;0.0192;2.8;0.52;2004;12
55;0.0245;1.1;0.324;2005;1
56;0.0251;1.1;0.22;2005;1
57;0.0146;3.8;0.538;2005;3
58;0.0139;3.8;0.408;2005;3
59;0.0062;8.9;0.847;2005;4
60;0.0056;8.9;1.425;2005;4
61;0.0053;12.9;1.134;2005;5
62;0.0046;12.9;0.801;2005;5
63;0.0384;18.7;0.434;2005;6
64;0.0437;18.7;1.438;2005;6
65;0.0319;24.9;1.313;2005;7
66;0.0325;24.9;1.09;2005;7
67;0.0712;23;3.585;2005;8
68;0.0653;20.3;2.678;2005;9
69;0.0656;20.3;2.552;2005;9
70;0.053;12.7;0.036;2005;10
71;0.0516;12.7;1.204;2005;10
72;0.0403;6.7;0.68;2005;11
73;0.0403;6.7;0.68;2005;11
74;0.0341;6.7;0.92;2005;11
75;0.0341;6.7;0.92;2005;11
76;0.0304;4.9;0.387;2006;1
77;0.0304;4.9;0.399;2006;1
78;0.0242;4.8;1.572;2006;2
79;0.0223;4.8;1.017;2006;2
80;0.0065;4.8;3.766;2006;3
81;0.0059;4.8;3.35;2006;3
82;0.0046;8;4.425;2006;4
83;0.0046;8;3.437;2006;4
84;0.0214;13.2;1.796;2006;5
85;0.0189;13.2;2.939;2006;5
86;0.0056;21.5;2.052;2006;6
87;0.0105;21.5;2.363;2006;6
88;0.0557;19.8;2.88;2006;8
89;0.0557;19.8;2.88;2006;8
90;0.0548;19.8;1.93;2006;8
91;0.0548;19.8;1.93;2006;8
92;0.0483;19.9;0.417;2006;9
93;0.0502;19.9;0.488;2006;9
94;0.0384;10.6;1.03;2006;10
95;0.0421;10.6;1.167;2006;10
96;0.0468;11.3;0.466;2006;11
97;0.0468;11.3;0.466;2006;11
98;0.0477;11.3;0.414;2006;11
99;0.0403;8.6;1.036;2006;12
100;0.0415;8.6;2.26;2006;12
101;0.025;6.1;2;2007;1
102;0.026;6.1;1.98;2007;1
103;0.002;1.7;9.36;2007;2
104;0.003;1.7;5.55;2007;2
105;0.002;5.5;4.4;2007;3
106;0.003;5.5;2.37;2007;3
107;3.00E-04;6;2.79;2007;4
108;0.001;6;3.99;2007;4
109;0.004;13;1.69;2007;5
110;0.004;13;1.13;2007;5
111;0.014;20;1.33;2007;6
112;0.014;20;1.33;2007;6
113;0.015;20;1.57;2007;6
114;0.036;20.5;2.96;2007;7
115;0.032;20.5;2.89;2007;7
116;0.037;20.8;4.89;2007;8
117;0.046;20.8;3.93;2007;8
118;0.032;19.3;10.75;2007;9
119;0.029;19.3;7.86;2007;9
120;0.066;17;1.65;2007;10
