SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;50.74571429;82.27142857;0.778;A;1990
2;82.3;89.2;0.778;A;1991
3;119.375;89.175;0.722;A;1992
4;118;87.6;0.556;A;1993
5;93.6;83.02;0.667;A;1994
6;69.57142857;84;0.389;A;1995
7;83;86.425;0.722;A;1996
8;75.94285714;86.88571429;0.611;A;1997
9;74.325;94;0.611;A;1998
10;48.8;85;0.611;A;1999
11;46.61666667;92;0.611;A;2000
12;44.9;94.25;0.833;A;2001
13;12.13333333;93.57142857;0.667;A;2002
14;19.65454545;90.24;0.5;A;2003
15;24.27272727;94.77777778;0.722;A;2004
16;21.08888889;85.2;0.667;A;2005
17;9.2875;97.51111111;0.722;A;2006
18;5.4825;97.18888889;0.722;A;2007
19;6.8;89.26;0.722;A;2008
20;8.071428571;96.88;0.667;A;2009
21;5.485714286;92.775;0.667;A;2010
22;113.5777778;79.01111111;0.444;B;1990
23;125.2666667;87.29166667;0.444;B;1991
24;154.25;84.99166667;0.611;B;1992
25;137.0909091;86.95454545;0.333;B;1993
26;110.625;84.1375;0.722;B;1994
27;114.25;87.6125;0.5;B;1996
28;101.7142857;86.12857143;0.556;B;1997
29;80.04;94.2;0.389;B;1998
30;98.55555556;82.18888889;0.722;B;1999
31;84.65555556;91.66666667;0.444;B;2000
32;64.78888889;91.88888889;0.722;B;2001
33;31.76;91.125;0.556;B;2002
34;34.85833333;89.34;0.722;B;2003
35;43.15454545;93.44444444;0.556;B;2004
36;29.22222222;85;0.778;B;2005
37;30.2375;96.05555556;0.667;B;2006
38;10.53375;91.73333333;0.556;B;2007
39;8.7375;90.33333333;0.722;B;2008
40;10.24285714;97.86363636;0.722;B;2009
41;6.1;94.675;0.778;B;2010
42;8.92;83.66666667;0.833;B;2011
43;4.728571429;101.3636364;0.778;B;2012
44;7.525;101.1111111;0.611;B;2013
45;4.9;100.1272727;0.72;B;2014
46;5.98;94.1;0.778;B;2015
47;215.1888889;59.01111111;0.389;C;1990
48;204.375;73.75833333;0.556;C;1991
49;226.8333333;72.09166667;0.5;C;1992
50;235.9090909;76.82727273;0.5;C;1993
51;175.375;78.075;0.389;C;1994
52;207.25;74.25;0.611;C;1995
53;224.125;82.1875;0.556;C;1996
54;187.5714286;81.54285714;0.444;C;1997
55;168;87.9;0.444;C;1998
56;162.8888889;74.45555556;0.444;C;1999
57;166.1;80.77777778;0.611;C;2000
58;132.3;90.11111111;0.5;C;2001
59;64.62;89.5;0.611;C;2002
60;62.76666667;89.23;0.389;C;2003
61;89.07272727;92;0.667;C;2004
62;85.22222222;83.90909091;0.444;C;2005
63;52.3375;89.18888889;0.667;C;2006
64;15.92428571;95.83;0.611;C;2007
65;14.775;88.45;0.667;C;2008
66;12.38571429;96.29090909;0.556;C;2009
67;8.442857143;95.05;0.722;C;2010
68;17.23333333;81;0.611;C;2011
69;6.485714286;101.1818182;0.667;C;2012
70;9.4875;105.1111111;0.667;C;2013
71;6.245454545;100.8818182;0.611;C;2014
72;11.11;94.75;0.788;C;2015
73;364.2125;57.30416667;0.33;D;1991
74;301;54.29090909;0.444;D;1993
75;272.0625;63.2375;0.444;D;1996
76;294.9166667;67.94166667;0.5;D;1998
77;254.0833333;59.16666667;0.389;D;2000
78;198.9722222;72.27777778;0.556;D;2001
79;93.09;81.8125;0.556;D;2002
80;127.2708333;81.585;0.667;D;2003
81;173.35;80.27777778;0.667;D;2004
82;104.6666667;77.18181818;0.611;D;2005
83;61.75625;88.34444444;0.444;D;2006
84;16.39666667;91.445;0.667;D;2007
85;18.85;82.45652174;0.778;D;2008
86;13.9;90.38333333;0.611;D;2009
87;13.57142857;89.55625;0.667;D;2010
88;22.58333333;81.65;0.722;D;2011
89;10.60714286;94.85714286;0.667;D;2012
90;11.1625;95.72222222;0.556;D;2013
91;9.472727273;88.68636364;0.611;D;2014
92;17.855;88.635;0.944;D;2015
93;48.47;45.83333333;0.333;E;2002
94;51.35;53.09333333;0.333;E;2003
95;37.43030303;41.2962963;0.389;E;2004
96;27.96296296;52.03030303;0.5;E;2005
97;33.58333333;58.04444444;0.444;E;2006
98;9.109166667;54.92666667;0.444;E;2007
99;13.4875;61.45428571;0.444;E;2008
100;15.67619048;59.89714286;0.444;E;2009
101;12.3952381;57.9;0.611;E;2010
102;17.48888889;57.5;0.667;E;2011
103;10.29571429;56.69090909;0.611;E;2012
104;9.945833333;76.77777778;0.556;E;2013
105;12.21212121;64.23030303;0.667;E;2014
106;9.65;69.31666667;0.722;E;2015
