SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;14.57;3;6;Avoca Estuary;2007
2;14.845;2;0.54995;Avoca Estuary;2008
3;13.12;0.9999;3.525;Avoca Estuary;2009
4;16.554;0.82;3.64;Avoca Estuary;2014
5;16.72333333;4.35;1.166666667;Avoca Estuary;2017
6;16.43666667;2.966666667;2.966666667;Avoca Estuary;2018
7;14.35;3.175;1.125;Avoca Estuary;2019
8;14.51;2;11.7;Avoca Estuary;2007
9;14.77333333;0.9999;0.699966667;Avoca Estuary;2008
10;13.79;2.333266667;9.4875;Avoca Estuary;2009
11;17.08;0.999;6.5;Avoca Estuary;2011
12;15.003;2.2625;5.48;Avoca Estuary;2014
13;16.395;1;4.05;Avoca Estuary;2018
14;14.85;1.9;1.025;Avoca Estuary;2019
15;14.22333333;0.9999;5.266666667;Avoca Estuary;2009
16;17.32;2.4;2.433333333;Avoca Estuary;2018
17;15.63;0.5;2.575;Avoca Estuary;2019
18;14.70666667;2;1.499966667;Avoca Estuary;2008
19;12.995;0.9999;12.05;Avoca Estuary;2009
20;16.05;1.4995;3.15;Avoca Estuary;2011
21;14.864;1.31;6.85;Avoca Estuary;2014
22;16.78;2.55;1.266666667;Avoca Estuary;2017
23;16.59;2.766666667;2.333333333;Avoca Estuary;2018
24;14.9625;1.75;0.65;Avoca Estuary;2019
25;14.2;1.8;16.66666667;Boyne Estuary;2007
26;18.3;0.749999;7.5;Boyne Estuary;2009
27;17.25;2.15;6.5;Boyne Estuary;2010
28;14.99272727;1.628571429;11.90909091;Boyne Estuary;2007
29;15.23;0.749999;12.24998333;Boyne Estuary;2008
30;16.30833333;0.749999;4.916641667;Boyne Estuary;2009
31;16.75916667;2.543749625;30.16666667;Boyne Estuary;2010
32;14.05416667;1.444995;11;Boyne Estuary;2011
33;17.8325;3.3125;41.75;Boyne Estuary;2013
34;14.08083333;2.1;15.65;Boyne Estuary;2015
35;16.6475;0.93;9.725;Boyne Estuary;2016
36;16.13833333;1.366666667;13.65;Boyne Estuary;2017
37;16.6975;2.19;16.05;Boyne Estuary;2018
38;15.98333333;1.145454545;11.5;Boyne Estuary;2019
39;15.05916667;0.891665833;8.416666667;Boyne Estuary;2008
40;15.635;0.749999;6.499983333;Boyne Estuary;2009
41;16.015;1.049999286;14.33333333;Boyne Estuary;2010
42;13.77833333;0.74999;7.5;Boyne Estuary;2011
43;16.133;2.45;9.64;Boyne Estuary;2016
44;14.68666667;1.533333333;11.16666667;Boyne Estuary;2007
45;15.035;0.749999;8.749991667;Boyne Estuary;2008
46;15.7725;0.749999;6.333325;Boyne Estuary;2009
47;16.1175;0.9799992;10.24998333;Boyne Estuary;2010
48;13.61416667;0.74999;8.083333333;Boyne Estuary;2011
49;16.41125;1.25625;10.25;Boyne Estuary;2013
50;13.78833333;1.633333333;10.86666667;Boyne Estuary;2015
51;16.30416667;1.075;10.05833333;Boyne Estuary;2016
52;15.7675;0.875;6.583333333;Boyne Estuary;2017
53;16.26666667;1.458333333;23.14166667;Boyne Estuary;2018
54;15.2075;0.82;4.341666667;Boyne Estuary;2019
55;14.71666667;1.5;10.33333333;Boyne Estuary;2007
56;14.92583333;0.749999;6.75;Boyne Estuary;2008
57;15.78583333;0.749999;4.666658333;Boyne Estuary;2009
58;16.04083333;0.749999;14.16665833;Boyne Estuary;2010
59;13.47083333;0.74999;7.416666667;Boyne Estuary;2011
60;14.73666667;2.275;6.666666667;Boyne Estuary;2013
61;13.26916667;1.7;12.09166667;Boyne Estuary;2015
62;16.025;1.575;4.741666667;Boyne Estuary;2016
63;14.56363636;1.5;8.181818182;Boyne Estuary;2007
64;14.82916667;0.893749125;8.333316667;Boyne Estuary;2008
65;15.705;0.749999;3.666608333;Boyne Estuary;2009
66;15.93;0.749999;5.499975;Boyne Estuary;2010
67;13.51166667;0.74999;5.166666667;Boyne Estuary;2011
68;14.82142857;1.1;5.714285714;Boyne Estuary;2013
69;13.10333333;2.366666667;12.75833333;Boyne Estuary;2015
70;15.84636364;0.563636364;3.990909091;Boyne Estuary;2016
71;15.31333333;0.708333333;4.85;Boyne Estuary;2017
