SampleID;x1;x2;y;RandomEffect
9;0.019;45.75;0.7336;5
12;0.011;0;0.5127;5
13;0.598;6.5;0.5915;6
14;0.586;1.25;0.7881;6
19;0.039;6.5;0.8199;5
20;0.07;10.75;0.7113;3
21;0.072;19;0.6491;3
22;0.515;2.75;0.7412;5
24;1.034;1.5;0.7184;6
25;1.234;28.75;0.4767;3
28;0.033;1.5;0.5396;4
29;3.053;4.25;0.568;6
30;1.467;2;0.5799;5
31;0.941;0.75;0.6609;4
32;0.443;4;0.7724;6
35;0.024;0.25;0.5696;5
36;0.145;2.75;0.4178;5
37;0.332;30.75;0.7036;2
38;0.088;0.75;0.7407;4
39;0.823;44.5;0.6763;4
41;1.479;3.25;0.4321;5
51;0.89;38.5;0.4326;6
52;0.217;19;0.6355;5
53;0.619;7.75;0.6179;6
54;0.873;17.25;0.7846;5
56;0.815;6.5;0.7192;5
58;0.34;3;0.7778;5
59;3.228;20;0.5432;5
63;1.157;27.75;0.3989;4
67;3.204;8.75;0.8861;5
70;3.406;45;0.5505;4
72;0.303;1;0.8187;4
75;0.024;35.25;0.7267;3
78;0.025;4;0.7742;3
79;0.125;16;0.7034;5
83;0.219;2.5;0.7065;6
84;0.475;1.75;0.7984;4
86;0.013;29.25;0.7225;4
87;0.038;22.75;0.6121;4
88;0.293;22;0.7517;3
100;0.418;1.5;0.6534;4
142;1.758;62.5;0.451;3
161;1.584;0.75;0.8085;5
