SampleID;x1;x2;y;RandomEffect; 
60;0.0245;20.4;1.34;OWCBRWQ;
61;0.0262;20.4;1.34;OWCBRWQ;
62;0.0245;20.4;1.34;OWCBRWQ;
63;0.044;18.8;0.67;OWCBRWQ;
64;0.0436;18.8;0.67;OWCBRWQ;
65;0.0287;20.8;1.53;OWCBRWQ;
66;0.0322;20.8;2.29;OWCBRWQ;
67;0.0429;20.3;1.6;OWCBRWQ;
68;0.0445;20.3;0.53;OWCBRWQ;
69;0.0266;17;3;OWCBRWQ;
70;0.0271;17;3.67;OWCBRWQ;
71;0.2526;16.9;1;OWCBRWQ;
72;0.2552;16.9;1.34;OWCBRWQ;
73;0.041;8;2;OWCBRWQ;
74;0.0406;8;1.34;OWCBRWQ;
75;0.0396;8.7;2.14;OWCBRWQ;
76;0.0384;8.7;0.79;OWCBRWQ;
77;0.009;2.8;1;OWCBRWQ;
78;0.0088;2.8;1.34;OWCBRWQ;
79;0.0449;5.2;1.67;OWCBRWQ;
80;0.0442;5.2;1.67;OWCBRWQ;
81;0.0116;3.7;4.67;OWCBRWQ;
82;0.0109;3.7;10.35;OWCBRWQ;
83;0.006;10.5;2.67;OWCBRWQ;
84;0.0072;10.5;2.67;OWCBRWQ;
85;0.0076;15;6.05;OWCBRWQ;
86;0.0084;15;5.34;OWCBRWQ;
87;0.0078;15.8;7.48;OWCBRWQ;
88;0.0084;15.8;5.34;OWCBRWQ;
89;0.0078;15.8;7.48;OWCBRWQ;
90;0.0084;15.8;5.34;OWCBRWQ;
91;0.034;16.1;3.56;OWCBRWQ;
92;0.0366;16.1;2.67;OWCBRWQ;
93;0.0325;16.1;1.07;OWCBRWQ;
94;0.0315;16.1;0.71;OWCBRWQ;
95;0.0328;21.1;1.07;OWCBRWQ;
96;0.0322;21.1;0.71;OWCBRWQ;
97;0.0267;18.3;1.67;OWCBRWQ;
98;0.0269;18.3;1;OWCBRWQ;
99;0.0394;17.7;1;OWCBRWQ;
100;0.0378;17.7;1;OWCBRWQ;
101;0.0328;20.9;2;OWCBRWQ;
102;0.0334;20.9;2.34;OWCBRWQ;
103;0.0308;14.6;0.67;OWCBRWQ;
104;0.0292;14.6;0.67;OWCBRWQ;
105;0.0225;10.7;2;OWCBRWQ;
106;0.0286;10.7;3.67;OWCBRWQ;
107;0.0174;11.9;1.34;OWCBRWQ;
108;0.0168;11.9;2;OWCBRWQ;
109;0.0319;8.2;0.67;OWCBRWQ;
110;0.031;8.2;0.67;OWCBRWQ;
111;0.0252;4;1.34;OWCBRWQ;
112;0.0258;4;1;OWCBRWQ;
113;0.0176;0.3;0.33;OWCBRWQ;
114;0.0133;0.3;0.67;OWCBRWQ;
115;0.007;2.3;6.68;OWCBRWQ;
116;0.005;2.3;6.01;OWCBRWQ;
117;0.037;9.6;3.56;OWCBRWQ;
118;0.038;9.6;3.56;OWCBRWQ;
119;0.009;8.8;2.67;OWCBRWQ;
120;0.008;8.8;3;OWCBRWQ;
121;0.005;13.7;4.58;OWCBRWQ;
122;0.007;13.7;4.58;OWCBRWQ;
123;0.007;23.3;2.34;OWCBRWQ;
124;0.013;23.3;1.67;OWCBRWQ;
125;0.007;20.3;43.25;OWCBRWQ;
126;0.012;20.3;24.03;OWCBRWQ;
127;0.028;23.7;3;OWCBRWQ;
128;0.013;23.7;2.34;OWCBRWQ;
129;0.017;20.3;2;OWCBRWQ;
130;0.018;20.3;2;OWCBRWQ;
131;0.032;21.6;2;OWCBRWQ;
132;0.029;21.6;1.5;OWCBRWQ;
133;0.026;19.9;0;OWCBRWQ;
134;0.02;19.9;0;OWCBRWQ;
135;0.018;17.4;3.62;OWCBRWQ;
136;0.019;17.4;2.86;OWCBRWQ;
137;0.062;17.9;4;OWCBRWQ;
138;0.064;17.9;2.22;OWCBRWQ;
139;0.018;12.3;1;OWCBRWQ;
140;0.018;12.3;0.67;OWCBRWQ;
141;0.008;4.9;1.34;OWCBRWQ;
142;0.006;4.9;1;OWCBRWQ;
143;0.013;2.5;8.19;OWCBRWQ;
144;0.015;2.5;2.49;OWCBRWQ;
145;0.0076;9.7;9.15;OWCBRWQ;
146;0.0171;9.7;13.73;OWCBRWQ;
147;0.0038;9.9;3.56;OWCBRWQ;
148;0.0048;9.9;7.3;OWCBRWQ;
149;0.0093;12.7;4.98;OWCBRWQ;
150;0.0101;12.7;6.51;OWCBRWQ;
151;0.0093;12.7;4.98;OWCBRWQ;
152;0.0101;12.7;6.51;OWCBRWQ;
153;0.0361;12;32.04;OWCBRWQ;
154;0.0362;12;30.97;OWCBRWQ;
155;0.0282;17;3.47;OWCBRWQ;
156;0.0354;17;2.14;OWCBRWQ;
157;0.016;15;1.52;OWCBRWQ;
158;0.0149;15;1.52;OWCBRWQ;
159;0.0245;18.2;0.38;OWCBRWQ;
160;0.0316;18.2;0.38;OWCBRWQ;
161;0.0228;20.2;1.42;OWCBRWQ;
162;0.0231;20.2;2.31;OWCBRWQ;
163;0.0291;20.4;0.33;OWCBRWQ;
164;0.0238;20.4;0.76;OWCBRWQ;
165;0.0348;21.8;0.67;OWCBRWQ;
166;0.0362;21.8;0.67;OWCBRWQ;
167;0.0273;18;1.03;OWCBRWQ;
168;0.0302;18;0.94;OWCBRWQ;
169;0.0615;17.2;1.67;OWCBRWQ;
170;0.0301;17.2;1.67;OWCBRWQ;
171;0.0206;17.9;0.67;OWCBRWQ;
172;0.0218;17.9;1;OWCBRWQ;
173;0.0202;11.2;0.67;OWCBRWQ;
174;0.0221;11.2;0.67;OWCBRWQ;
175;0.0656;6.3;0.67;OWCBRWQ;
176;0.0614;6.3;0.67;OWCBRWQ;
177;0.0585;5.4;2.13;OWCBRWQ;
178;0.061;5.4;1.6;OWCBRWQ;
179;0.0178;2.2;0.67;OWCBRWQ;
180;0.0186;2.2;0.67;OWCBRWQ;
181;0.0177;3.9;0.5;OWCBRWQ;
182;0.0194;3.9;0.67;OWCBRWQ;
183;0.004;4.9;2.34;OWCBRWQ;
184;0.0052;4.9;1;OWCBRWQ;
185;0.0022;11.3;11.35;OWCBRWQ;
186;0.0033;11.3;7.68;OWCBRWQ;
187;0.0022;11.3;11.35;OWCBRWQ;
188;0.0033;11.3;7.68;OWCBRWQ;
189;0.0058;13.1;2.5;OWCBRWQ;
190;0.0084;13.1;2.5;OWCBRWQ;
191;0.059;18.2;10.68;OWCBRWQ;
192;0.0597;18.2;10.68;OWCBRWQ;
193;0.0187;18.3;2.14;OWCBRWQ;
194;0.0175;18.3;1.6;OWCBRWQ;
195;0.0239;17.4;3;OWCBRWQ;
196;0.0244;17.4;3.17;OWCBRWQ;
197;0.0398;21.3;4.8;OWCBRWQ;
198;0.0212;21.3;4.8;OWCBRWQ;
199;0.039;16.2;0.95;OWCBRWQ;
200;0.0468;16.2;1.42;OWCBRWQ;
201;0.0084;12.7;0.746;OWCBRWQ;
202;0.0215;12.7;0.746;OWCBRWQ;
203;0.0263;20.1;0.83;OWCBRWQ;
204;0.027;20.1;0.746;OWCBRWQ;
205;0.0186;8.3;0.746;OWCBRWQ;
206;0.0172;8.3;2;OWCBRWQ;
207;0.0195;5.1;0.746;OWCBRWQ;
208;0.0199;5.1;0.746;OWCBRWQ;
209;0.077;4.3;1.14;OWCBRWQ;
210;0.0857;4.3;0.76;OWCBRWQ;
211;0.0107;1.5;2.1;OWCBRWQ;
212;0.0183;1.5;1.9;OWCBRWQ;
213;0.0084;5.3;2.9;OWCBRWQ;
214;0.0092;5.3;2.7;OWCBRWQ;
215;0.0053;11.8;2.7;OWCBRWQ;
216;0.0055;11.8;2.9;OWCBRWQ;
217;0.0147;12.4;0.8;OWCBRWQ;
218;0.0158;12.4;0.7;OWCBRWQ;
219;0.0147;12.4;0.8;OWCBRWQ;
220;0.0158;12.4;0.7;OWCBRWQ;
221;0.0389;20.7;1;OWCBRWQ;
222;0.0339;20.7;1;OWCBRWQ;
223;0.0389;20.7;1;OWCBRWQ;
224;0.0339;20.7;1;OWCBRWQ;
225;0.0138;20;1.5;OWCBRWQ;
226;0.0176;20;1.2;OWCBRWQ;
227;0.0138;20;1.5;OWCBRWQ;
228;0.0176;20;1.2;OWCBRWQ;
229;0.0197;19.4;1.3;OWCBRWQ;
230;0.0237;19.4;1.2;OWCBRWQ;
231;0.0128;18.3;5.3;OWCBRWQ;
232;0.0153;18.3;8;OWCBRWQ;
233;0.0094;16.7;13.9;OWCBRWQ;
234;0.0097;16.7;15;OWCBRWQ;
235;0.0275;17;1.3;OWCBRWQ;
236;0.0281;17;1.3;OWCBRWQ;
237;0.0275;17;1.3;OWCBRWQ;
238;0.0281;17;1.3;OWCBRWQ;
239;0.0368;11.5;0.9;OWCBRWQ;
240;0.0175;11.5;1.9;OWCBRWQ;
241;0.0236;9.3;0.5;OWCBRWQ;
242;0.0272;9.3;0.4;OWCBRWQ;
243;0.0236;9.3;0.5;OWCBRWQ;
244;0.0272;9.3;0.4;OWCBRWQ;
245;0.0138;0.3;0.261;OWCBRWQ;
246;0.0176;0.3;0.261;OWCBRWQ;
247;0.0319;2.1;0.4;OWCBRWQ;
248;0.0319;2.1;0.5;OWCBRWQ;
249;0.0319;2.1;0.4;OWCBRWQ;
250;0.0319;2.1;0.5;OWCBRWQ;
251;0.0157;3.8;0.6282353;OWCBRWQ;
252;0.0149;3.8;0.336;OWCBRWQ;
253;8.00E-04;7.2;1.1580722;OWCBRWQ;
254;9.00E-04;7.2;1.3104295;OWCBRWQ;
255;8.00E-04;7.2;1.1580722;OWCBRWQ;
256;9.00E-04;7.2;1.3104295;OWCBRWQ;
257;0.008;16.5;4.3228574;OWCBRWQ;
258;9.00E-04;16.5;5.34;OWCBRWQ;
259;0.0014;12.8;5.34;OWCBRWQ;
260;0.002;12.8;2.33625;OWCBRWQ;
261;0.01;17;1.5705882;OWCBRWQ;
262;0.0157;17;1.0741379;OWCBRWQ;
263;0.0229;20.8;1.5575;OWCBRWQ;
264;0.0214;20.8;4.272;OWCBRWQ;
265;0.0171;17.9;7.7875;OWCBRWQ;
266;0.016;17.9;6.865714;OWCBRWQ;
267;0.0074;21.8;6.0075;OWCBRWQ;
268;0.01;21.8;4.33875;OWCBRWQ;
269;0.0206;17.8;1.335;OWCBRWQ;
270;0.0171;17.8;1.66875;OWCBRWQ;
271;0.0206;17.8;1.335;OWCBRWQ;
272;0.0171;17.8;1.66875;OWCBRWQ;
273;0.008;12.2;2.8753846;OWCBRWQ;
274;0.007;12.2;2.8753846;OWCBRWQ;
275;0.01072;9.9;1.168125;OWCBRWQ;
276;0.01397;9.9;2.0025;OWCBRWQ;
277;0.01072;9.9;1.168125;OWCBRWQ;
278;0.01397;9.9;2.0025;OWCBRWQ;
279;0.0256;9.3;0.534;OWCBRWQ;
280;0.0111;9.3;0.534;OWCBRWQ;
281;0.0066;6.4;0.94235295;OWCBRWQ;
282;0.0092;6.4;1.068;OWCBRWQ;
283;0.0066;6.4;0.94235295;OWCBRWQ;
284;0.0092;6.4;1.068;OWCBRWQ;
285;0.012;2.9;0.56541175;OWCBRWQ;
286;0.0102;2.9;0.60075;OWCBRWQ;
287;0.0172;4.5;0.8;OWCBRWQ;
288;0.0197;4.5;0.87;OWCBRWQ;
289;0.0018;6;0.89;OWCBRWQ;
290;0.01;6;1.07;OWCBRWQ;
291;9.00E-04;16;1.88;OWCBRWQ;
292;0.0033;16;1.95;OWCBRWQ;
293;0.0179;12.6;1.03;OWCBRWQ;
294;0.0191;12.6;0.97;OWCBRWQ;
295;0.0727;20.3;4.8;OWCBRWQ;
296;0.0747;20.3;4.81;OWCBRWQ;
297;0.0268;19.4;0.8;OWCBRWQ;
298;0.0286;19.4;0.8;OWCBRWQ;
299;0.0772;24.2;1.42;OWCBRWQ;
300;0.0819;24.2;1.34;OWCBRWQ;
301;0.0198;23.2;3.43;OWCBRWQ;
302;0.0183;23.2;3.05;OWCBRWQ;
303;0.0229;20.9;4.17;OWCBRWQ;
304;0.0237;20.9;5.67;OWCBRWQ;
305;0.0419;15.8;2.67;OWCBRWQ;
306;0.0312;15.8;1.67;OWCBRWQ;
307;0.0501;11.2;0.97;OWCBRWQ;
308;0.054;11.2;0.62;OWCBRWQ;
309;0.0077;8;1.95;OWCBRWQ;
310;0.0118;8;1.7;OWCBRWQ;
311;0.0057;5.3;5.01;OWCBRWQ;
312;0.0043;5.3;4.84;OWCBRWQ;
313;0.0038;1.1;0.47;OWCBRWQ;
314;0.005;1.1;0.336;OWCBRWQ;
315;0.014;8.2;0.67;OWCBRWQ;
316;0.0134;8.2;0.6;OWCBRWQ;
317;0.0073;12.2;1.67;OWCBRWQ;
318;0.0052;12.2;1.87;OWCBRWQ;
319;0.0388;17.9;0.96;OWCBRWQ;
320;0.0414;17.9;1.6;OWCBRWQ;
321;0.0388;17.9;0.96;OWCBRWQ;
322;0.0414;17.9;1.6;OWCBRWQ;
323;0.0221;22;1.13;OWCBRWQ;
324;0.0221;22;1;OWCBRWQ;
325;0.0208;23.8;3.81;OWCBRWQ;
326;0.0252;23.8;5.34;OWCBRWQ;
327;0.0229;21;2.14;OWCBRWQ;
328;0.0238;21;1.6;OWCBRWQ;
329;0.0229;21;2.14;OWCBRWQ;
330;0.0238;21;1.6;OWCBRWQ;
331;0.0831;18.7;1.13;OWCBRWQ;
332;0.0866;18.7;1;OWCBRWQ;
333;0.0753;11.2;0.73;OWCBRWQ;
334;0.0761;11.2;0.67;OWCBRWQ;
335;0.03;4.3;0.72;OWCBRWQ;
336;0.0291;4.3;0.59;OWCBRWQ;
337;0.0018;12.7;11.93;OWCBRWQ;
338;0.002;12.7;12.46;OWCBRWQ;
339;0.0012;9.6;5.01;OWCBRWQ;
340;0.0012;9.6;4.34;OWCBRWQ;
341;0.0038;14.7;1.67;OWCBRWQ;
342;0.0073;14.7;1.67;OWCBRWQ;
343;0.0021;17.6;12.35;OWCBRWQ;
344;0.0105;17.6;9.68;OWCBRWQ;
345;0.0168;21.9;7.68;OWCBRWQ;
346;0.0192;21.9;6.34;OWCBRWQ;
347;0.029;24.3;8.63;OWCBRWQ;
348;0.0309;24.3;8.34;OWCBRWQ;
349;0.0258;19.1;9.15;OWCBRWQ;
350;0.0241;19.1;4;OWCBRWQ;
351;0.0233;15.9;3.12;OWCBRWQ;
352;0.0225;15.9;3.34;OWCBRWQ;
353;0.023;15.3;0.53;OWCBRWQ;
354;0.0212;15.3;0.47;OWCBRWQ;
355;0.023;15.3;0.53;OWCBRWQ;
356;0.0212;15.3;0.47;OWCBRWQ;
357;0.0633;14.2;0.47;OWCBRWQ;
358;0.0476;14.2;0.5;OWCBRWQ;
359;0.0474;5.4;0.0858;OWCBRWQ;
360;0.0433;5.4;0.27;OWCBRWQ;
361;0.0192;1.4;1.47;OWCBRWQ;
362;0.017;1.4;0.2;OWCBRWQ;
363;0.0192;1.4;1.47;OWCBRWQ;
364;0.017;1.4;0.2;OWCBRWQ;
365;0.0106;6.6;1.88;OWCBRWQ;
366;0.0096;6.6;16.96;OWCBRWQ;
367;0.0039;3.4;3.46;OWCBRWQ;
368;0.0046;3.4;3.96;OWCBRWQ;
369;0.0013;15.2;110.72;OWCBRWQ;
370;0.0011;15.2;49.06;OWCBRWQ;
371;0.0088;20;0.93;OWCBRWQ;
372;0.0123;20;0.87;OWCBRWQ;
373;0.0421;19.5;1.34;OWCBRWQ;
374;0.0528;19.5;1.8;OWCBRWQ;
375;0.0144;18.3;1.03;OWCBRWQ;
376;0.0234;18.3;0.87;OWCBRWQ;
377;0.0407;19.2;0.6;OWCBRWQ;
378;0.0277;19.3;0.69;OWCBRWQ;
379;0.0277;19.3;0.69;OWCBRWQ;
380;0.0239;16.8;0.5;OWCBRWQ;
381;0.0249;16.8;0.44;OWCBRWQ;
382;0.038;12.4;0.38;OWCBRWQ;
383;0.0393;12.4;0.31;OWCBRWQ;
384;0.053;6.5;0.53;OWCBRWQ;
385;0.0544;6.5;0.53;OWCBRWQ;
386;0.0641;15;40.05;OWCBRWQ;
387;0.0139;15;38.45;OWCBRWQ;
388;0.0061;8.7;24.27;OWCBRWQ;
389;0.0082;8.7;21.68;OWCBRWQ;
390;0.0407;20.5;1.78;OWCBRWQ;
391;0.0394;20.5;1.78;OWCBRWQ;
392;0.0791;20.6;6.41;OWCBRWQ;
393;0.0817;20.6;7.48;OWCBRWQ;
394;0.0382;21.7;0.53;OWCBRWQ;
395;0.0321;21.7;0.53;OWCBRWQ;
396;0.0332;18.3;1.13;OWCBRWQ;
397;0.0242;18.3;1;OWCBRWQ;
398;0.0202;20.1;1.34;OWCBRWQ;
399;0.0373;20.1;1.67;OWCBRWQ;
400;0.1819;18.5;2;OWCBRWQ;
401;0.0449;18.5;2.49;OWCBRWQ;
402;0.0454;15;1;OWCBRWQ;
403;0.0588;15;1;OWCBRWQ;
404;0.0224;14.8;0.6;OWCBRWQ;
405;0.0309;14.8;0.47;OWCBRWQ;
406;0.0633;8.9;0.47;OWCBRWQ;
407;0.0336;8.9;0.53;OWCBRWQ;
408;0.0289;7;0.47;OWCBRWQ;
409;0.0268;7;0.47;OWCBRWQ;
410;0.0028;7.7;1;OWCBRWQ;
411;0.0024;7.7;0.87;OWCBRWQ;
412;0.0135;5.3;0.87;OWCBRWQ;
413;0.0071;5.3;0.8;OWCBRWQ;
414;0.0089;2.2;1.74;OWCBRWQ;
415;0.0138;2.2;1.8;OWCBRWQ;
416;0.0099;10.9;9.68;OWCBRWQ;
417;0.0056;10.9;10.01;OWCBRWQ;
418;0.0116;19.6;6.68;OWCBRWQ;
419;0.0154;19.6;8.01;OWCBRWQ;
420;0.0182;18.6;0.67;OWCBRWQ;
421;0.0195;18.6;1.71;OWCBRWQ;
422;0.0302;18.2;1.78;OWCBRWQ;
423;0.0332;18.2;1.52;OWCBRWQ;
424;0.0539;17.4;0.73;OWCBRWQ;
425;0.0535;17.4;0.67;OWCBRWQ;
426;0.0315;19.1;1;OWCBRWQ;
427;0.0319;19.1;1.17;OWCBRWQ;
428;0.0196;20.1;1.34;OWCBRWQ;
429;0.0212;20.1;1;OWCBRWQ;
430;0.0148;18;0.67;OWCBRWQ;
431;0.0151;18;1.38;OWCBRWQ;
432;0.0512;22.6;1.33;OWCBRWQ;
433;0.0574;22.6;1.33;OWCBRWQ;
434;0.0237;18.9;0.67;OWCBRWQ;
435;0.0231;18.9;0.67;OWCBRWQ;
436;0.0274;13.5;0.67;OWCBRWQ;
437;0.0249;13.5;0.67;OWCBRWQ;
438;0.0391;9.9;0.4;OWCBRWQ;
439;0.0357;9.9;0.4;OWCBRWQ;
440;0.0112;1.9;1.13;OWCBRWQ;
441;0.0126;1.9;1.4;OWCBRWQ;
442;0.0078;3.9;4.34;OWCBRWQ;
443;0.0104;3.9;2.67;OWCBRWQ;
444;0.0074;2.7;2;OWCBRWQ;
445;0.0095;2.7;1.34;OWCBRWQ;
446;0.0205;0;0.27;OWCBRWQ;
447;0.0247;0;0.6;OWCBRWQ;
448;0.0301;5.2;2.6;OWCBRWQ;
449;0.0328;5.2;2.35;OWCBRWQ;
450;0.0136;10.3;2.22;OWCBRWQ;
451;0.0152;10.3;2.35;OWCBRWQ;
452;0.0133;14.8;2;OWCBRWQ;
453;0.0205;14.8;2.34;OWCBRWQ;
454;0.0249;18.1;1.14;OWCBRWQ;
455;0.0248;18.1;1.14;OWCBRWQ;
456;0.021;19.2;2.19;OWCBRWQ;
457;0.0222;19.2;4.27;OWCBRWQ;
458;0.0288;21.6;6.23;OWCBRWQ;
459;0.0286;21.6;7.12;OWCBRWQ;
460;0.0299;23.3;3.34;OWCBRWQ;
461;0.031;23.3;3.34;OWCBRWQ;
462;0.0229;18.7;5.67;OWCBRWQ;
463;0.024;18.7;5.34;OWCBRWQ;
464;0.0284;15.3;4.34;OWCBRWQ;
465;0.0326;15.3;4.34;OWCBRWQ;
466;0.0317;9.2;0.5;OWCBRWQ;
467;0.038;9.2;0.83;OWCBRWQ;
468;0.0189;7.4;1.67;OWCBRWQ;
469;0.0194;7.4;1.33;OWCBRWQ;
470;0.0095;4.4;6.34;OWCBRWQ;
471;0.0134;4.4;2.34;OWCBRWQ;
472;0.014;8.9;0.6;OWCBRWQ;
473;0.014;8.9;0.61;OWCBRWQ;
474;0.006;0.1;0.73;OWCBRWQ;
475;0.01;0.1;0.8;OWCBRWQ;
476;0.011;11.3;5.34;OWCBRWQ;
477;0.013;11.3;5.01;OWCBRWQ;
478;0.017;10.4;3.14;OWCBRWQ;
479;0.017;10.4;3.2;OWCBRWQ;
480;0.026;17;0.71;OWCBRWQ;
481;0.025;17;1.4;OWCBRWQ;
482;0.032;20.8;0.67;OWCBRWQ;
483;0.033;20.8;1;OWCBRWQ;
484;0.025;20.2;1.48;OWCBRWQ;
485;0.026;21.8;1.65;OWCBRWQ;
486;0.02;17.3;1.6;OWCBRWQ;
487;0.018;17.3;1.07;OWCBRWQ;
488;0.062;19.1;7.56;OWCBRWQ;
489;0.019;19.1;7.12;OWCBRWQ;
490;0.029;15;2.08;OWCBRWQ;
491;0.024;15;1.93;OWCBRWQ;
492;0.022;5.4;1.34;OWCBRWQ;
493;0.022;5.4;1;OWCBRWQ;
494;0.01;0.1;0.99;OWCBRWQ;
495;0.01;0.1;0.74;OWCBRWQ;
496;0.012;7.4;7.676;OWCBRWQ;
497;0.009;7.4;6.675;OWCBRWQ;
498;0.005;15;7.049;OWCBRWQ;
499;0.01;15;6.835;OWCBRWQ;
500;0.026;17.4;1.202;OWCBRWQ;
501;0.024;17.4;2.536;OWCBRWQ;
502;0.024;21.2;2.069;OWCBRWQ;
503;0.071;21.2;1.802;OWCBRWQ;
504;0.018;22.2;5.696;OWCBRWQ;
505;0.017;22.2;6.255;OWCBRWQ;
506;0.024;23.9;1.424;OWCBRWQ;
507;0.027;23.9;1.869;OWCBRWQ;
508;0.027;18.2;-0.534;OWCBRWQ;
509;0.032;18.2;0.801;OWCBRWQ;
510;0.228;9;7.476;OWCBRWQ;
511;0.233;9.4;7.12;OWCBRWQ;
512;0.037;2.3;5.34;OWCBRWQ;
513;0.035;2.3;3.814;OWCBRWQ;
514;0.007;2.5;1.228;OWCBRWQ;
515;0.007;2.5;1.282;OWCBRWQ;
516;0.005;10.4;0.908;OWCBRWQ;
517;0.009;10.4;0.961;OWCBRWQ;
518;0.016;11.5;6.53;OWCBRWQ;
519;0.019;11.5;6.73;OWCBRWQ;
520;0.047;15.6;2.45;OWCBRWQ;
521;0.051;15.6;2.85;OWCBRWQ;
522;0.062;19.6;0.92;OWCBRWQ;
523;0.065;19.6;0.96;OWCBRWQ;
524;0.113;20.8;4.54;OWCBRWQ;
525;0.112;20.8;4.7;OWCBRWQ;
526;0.032;19.4;0.78;OWCBRWQ;
527;0.032;19.4;1.21;OWCBRWQ;
528;0.037;21.1;0.98;OWCBRWQ;
529;0.037;21.1;0.99;OWCBRWQ;
530;0.03;10.4;1.42;OWCBRWQ;
531;0.028;10.4;0.65;OWCBRWQ;
532;0.045;6.5;0.55;OWCBRWQ;
533;0.046;6.5;0.48;OWCBRWQ;
534;0.011;5;3.78;OWCBRWQ;
535;0.017;5;3.74;OWCBRWQ;
536;0.0038;14;2.34;OWCDRWQ;
537;0.0275;14;2.5;OWCDRWQ;
538;0.0065;21.2;3;OWCDRWQ;
539;0.0201;21.2;3.5;OWCDRWQ;
540;0.0214;9.1;0.746;OWCDRWQ;
541;0.0138;9.1;0.746;OWCDRWQ;
542;0.018;5.2;0.746;OWCDRWQ;
543;0.018;5.2;0.746;OWCDRWQ;
544;0.0729;4.1;1.34;OWCDRWQ;
545;0.0714;4.1;1.14;OWCDRWQ;
546;0.0113;5.8;2.9;OWCDRWQ;
547;0.0087;5.8;2.6;OWCDRWQ;
548;0.0052;12.8;3.2;OWCDRWQ;
549;0.0059;12.8;3.1;OWCDRWQ;
550;0.0072;14;0.6;OWCDRWQ;
551;0.0073;14;0.5;OWCDRWQ;
552;0.0171;21.5;1.4;OWCDRWQ;
553;0.0171;21.5;1.4;OWCDRWQ;
554;0.0283;21.5;1.3;OWCDRWQ;
555;0.0283;21.5;1.3;OWCDRWQ;
556;0.0183;19.9;1.8;OWCDRWQ;
557;0.0183;19.9;1.8;OWCDRWQ;
558;0.0188;19.9;2;OWCDRWQ;
559;0.0188;19.9;2;OWCDRWQ;
560;0.0013;22.3;19.4;OWCDRWQ;
561;0.0045;22.3;17;OWCDRWQ;
562;0.0122;21.1;21.9;OWCDRWQ;
563;0.0157;21.1;20.6;OWCDRWQ;
564;0.0332;18.1;66.9;OWCDRWQ;
565;0.0332;18.1;66.9;OWCDRWQ;
566;0.0313;18.1;55.9;OWCDRWQ;
567;0.0313;18.1;55.9;OWCDRWQ;
568;0.0298;13;28.2;OWCDRWQ;
569;0.0317;13;23;OWCDRWQ;
570;0.093;8.3;14.5;OWCDRWQ;
571;0.093;8.3;14.5;OWCDRWQ;
572;0.089;8.3;12;OWCDRWQ;
573;0.089;8.3;12;OWCDRWQ;
