SampleID;x1;x2;y
1;0.037666667;106.5739583;0.716675504
2;0.037666667;106.5739583;0.774818025
3;0.037666667;106.5739583;0.809317814
4;0.037666667;106.5739583;0.782472535
5;0.037666667;106.5739583;0.768112605
6;0.037666667;106.5739583;0.756110455
7;0.037666667;106.5739583;0.737815249
8;0.037666667;106.5739583;0.748852103
9;0.037666667;106.5739583;0.741178282
10;0.037666667;106.5739583;0.704142837
11;0.037666667;106.5739583;0.770205505
12;0.037666667;106.5739583;0.79320279
13;0.037666667;106.5739583;0.840210575
14;0.037666667;106.5739583;0.497121433
15;0.037666667;106.5739583;0.788345574
16;0.042755896;103.4145342;0.669663
17;0.042755896;103.4145342;0.654897797
18;0.042755896;103.4145342;0.755054179
19;0.042755896;103.4145342;0.69085596
20;0.042755896;103.4145342;0.598182536
21;0.042755896;103.4145342;0.657253783
22;0.042755896;103.4145342;0.722950222
23;0.042755896;103.4145342;0.742810922
24;0.042755896;103.4145342;0.729746887
25;0.042755896;103.4145342;0.712730381
26;0.042755896;103.4145342;0.694791663
27;0.042755896;103.4145342;0.718829684
28;0.042755896;103.4145342;0.772930701
29;0.042755896;103.4145342;0.766491314
30;0.042755896;103.4145342;0.726847703
31;0.040091039;102.3915739;0.789448893
32;0.040091039;102.3915739;0.76601837
33;0.040091039;102.3915739;0.776987148
34;0.040091039;102.3915739;0.716746076
35;0.040091039;102.3915739;0.775086599
36;0.040091039;102.3915739;0.818819385
37;0.040091039;102.3915739;0.758239408
38;0.040091039;102.3915739;0.929106308
39;0.040091039;102.3915739;0.773502742
40;0.040091039;102.3915739;0.773427083
41;0.040091039;102.3915739;0.785603132
42;0.040091039;102.3915739;0.703580661
43;0.040091039;102.3915739;0.636526351
44;0.040091039;102.3915739;0.70883335
45;0.040091039;102.3915739;0.579618046
46;0.057072917;101.9652366;0.789448893
47;0.057072917;101.9652366;0.76601837
48;0.057072917;101.9652366;0.776987148
49;0.057072917;101.9652366;0.716746076
50;0.057072917;101.9652366;0.775086599
51;0.057072917;101.9652366;0.818819385
52;0.057072917;101.9652366;0.758239408
53;0.057072917;101.9652366;0.929106308
54;0.057072917;101.9652366;0.773502742
55;0.057072917;101.9652366;0.773427083
56;0.057072917;101.9652366;0.785603132
57;0.057072917;101.9652366;0.703580661
58;0.057072917;101.9652366;0.636526351
59;0.057072917;101.9652366;0.70883335
60;0.057072917;101.9652366;0.579618046
61;0.057072917;101.9652366;0.669663
62;0.057072917;101.9652366;0.654897797
63;0.057072917;101.9652366;0.755054179
64;0.057072917;101.9652366;0.69085596
65;0.057072917;101.9652366;0.598182536
66;0.057072917;101.9652366;0.657253783
67;0.057072917;101.9652366;0.722950222
68;0.057072917;101.9652366;0.742810922
69;0.057072917;101.9652366;0.729746887
70;0.057072917;101.9652366;0.712730381
71;0.057072917;101.9652366;0.694791663
72;0.057072917;101.9652366;0.718829684
73;0.057072917;101.9652366;0.772930701
74;0.057072917;101.9652366;0.766491314
75;0.057072917;101.9652366;0.726847703
76;0.057035088;102.6729121;0.719589843
77;0.057035088;102.6729121;0.725577539
78;0.057035088;102.6729121;0.779125741
79;0.057035088;102.6729121;0.659961054
80;0.057035088;102.6729121;0.711090678
81;0.057035088;102.6729121;0.651122261
82;0.057035088;102.6729121;0.737447714
83;0.057035088;102.6729121;0.790203498
84;0.057035088;102.6729121;0.762070423
85;0.057035088;102.6729121;0.842256321
86;0.057035088;102.6729121;0.783838488
87;0.057035088;102.6729121;0.804322369
88;0.057035088;102.6729121;0.767589705
89;0.057035088;102.6729121;0.725675847
90;0.071464882;105.2580075;0.743582116
91;0.071464882;105.2580075;0.735023605
92;0.071464882;105.2580075;0.737233204
93;0.071464882;105.2580075;0.637145329
94;0.071464882;105.2580075;0.598475417
95;0.071464882;105.2580075;0.712976046
96;0.071464882;105.2580075;0.788731938
97;0.071464882;105.2580075;0.81226391
98;0.071464882;105.2580075;0.718391578
99;0.071464882;105.2580075;0.685875879
100;0.071464882;105.2580075;0.730600247
101;0.071464882;105.2580075;0.758142641
102;0.071464882;105.2580075;0.749895165
103;0.071464882;105.2580075;0.676189461
104;0.071464882;105.2580075;0.667489941
105;0.049424523;106.8310462;0.717956781
106;0.049424523;106.8310462;0.697623145
107;0.049424523;106.8310462;0.733125815
108;0.049424523;106.8310462;0.685120036
109;0.049424523;106.8310462;0.598030265
110;0.049424523;106.8310462;0.69977476
111;0.049424523;106.8310462;0.472364492
112;0.049424523;106.8310462;0.746020935
113;0.049424523;106.8310462;0.671452769
114;0.049424523;106.8310462;0.610482554
115;0.049424523;106.8310462;0.730747397
116;0.049424523;106.8310462;0.64724241
117;0.049424523;106.8310462;0.625870735
118;0.022009211;103.0373173;0.729095645
119;0.022009211;103.0373173;0.723321851
120;0.022009211;103.0373173;0.854307954
121;0.022009211;103.0373173;0.755311943
122;0.022009211;103.0373173;0.764465354
123;0.022009211;103.0373173;0.834691312
124;0.022009211;103.0373173;0.735436952
125;0.022009211;103.0373173;0.744048004
126;0.022009211;103.0373173;0.760251841
127;0.022009211;103.0373173;0.776225396
128;0.022009211;103.0373173;0.755455375
129;0.022009211;103.0373173;0.694969392
130;0.022009211;103.0373173;0.814813334
131;0.022009211;103.0373173;0.804575412
132;0.022009211;103.0373173;0.751130617
133;0.022009211;103.0373173;0.732866499
134;0.022009211;103.0373173;0.772745535
135;0.022009211;103.0373173;0.710705047
136;0.022009211;103.0373173;0.755881944
137;0.022009211;103.0373173;0.733781265
138;0.022009211;103.0373173;0.810060442
139;0.022009211;103.0373173;0.762501684
140;0.022009211;103.0373173;0.8069051
141;0.022009211;103.0373173;0.787213376
142;0.019166333;104.3708333;0.864842534
143;0.019166333;104.3708333;0.661978458
144;0.019166333;104.3708333;0.711244967
145;0.019166333;104.3708333;0.736042354
146;0.019166333;104.3708333;0.797677711
147;0.019166333;104.3708333;0.781971516
148;0.019166333;104.3708333;0.722971399
149;0.019166333;104.3708333;0.736679301
150;0.019166333;104.3708333;0.735795476
151;0.019166333;104.3708333;0.834057466
152;0.019166333;104.3708333;0.805423473
153;0.019166333;104.3708333;0.769457935
154;0.019166333;104.3708333;0.79236543
155;0.019166333;104.3708333;0.70211844
156;0.019166333;104.3708333;0.765036143
157;0.019166333;104.3708333;0.725718776
158;0.019166333;104.3708333;0.676249589
159;0.019166333;104.3708333;0.723837683
160;0.019166333;104.3708333;0.755566069
161;0.019166333;104.3708333;0.773683822
162;0.005;105.3583333;0.544471552
163;0.005;105.3583333;0.703388747
164;0.005;105.3583333;0.708756431
165;0.005;105.3583333;0.745484165
166;0.005;105.3583333;0.716416903
167;0.005;105.3583333;0.778433246
168;0.005;105.3583333;0.74829915
169;0.005;105.3583333;0.737568967
170;0.005;105.3583333;0.728401831
171;0.005;105.3583333;0.729510291
172;0.005;105.3583333;0.731698395
173;0.005;105.3583333;0.731167988
174;0.005;105.3583333;0.766407411
175;0.005;105.3583333;0.689684804
176;0.005;105.3583333;0.782606811
177;0.005;105.3583333;0.732718169
178;0.005;105.3583333;0.724141192
179;0.005;105.3583333;0.734385601
180;0.005;105.3583333;0.726771303
181;0.005;105.3583333;0.736600013
182;0.015824074;101.6659259;0.766078803
183;0.015824074;101.6659259;0.723147864
184;0.015824074;101.6659259;0.795270268
185;0.015824074;101.6659259;0.74506188
186;0.015824074;101.6659259;0.82463849
187;0.015824074;101.6659259;0.862380858
188;0.015824074;101.6659259;1.233308279
189;0.015824074;101.6659259;0.727498603
190;0.015824074;101.6659259;0.768657601
191;0.015824074;101.6659259;0.682461529
192;0.015824074;101.6659259;0.740131737
193;0.015824074;101.6659259;0.6905099
194;0.015824074;101.6659259;1.1072239
195;0.015824074;101.6659259;0.866622935
196;0.015824074;101.6659259;0.770455279
197;0.015824074;101.6659259;0.994448901
198;0.015824074;101.6659259;0.80214334
199;0.015824074;101.6659259;0.751064537
200;0.015824074;101.6659259;0.794438552
201;0.015824074;101.6659259;0.771212168
202;0.204811797;106.5130626;0.653869456
203;0.204811797;106.5130626;0.644950986
204;0.204811797;106.5130626;0.678464847
205;0.204811797;106.5130626;0.645366388
206;0.204811797;106.5130626;0.576522747
207;0.204811797;106.5130626;0.676962477
208;0.204811797;106.5130626;0.489259995
209;0.204811797;106.5130626;0.683606136
210;0.204811797;106.5130626;0.451580118
211;0.204811797;106.5130626;0.637637789
212;0.204811797;106.5130626;0.681914274
213;0.204811797;106.5130626;0.602521716
214;0.204811797;106.5130626;0.71298745
215;0.204811797;106.5130626;0.709495615
216;0.204811797;106.5130626;0.710402854
