SampleID;x1;x2;y;RandomEffect
1;0.042;344;1;US
2;0.003;1178;11;DS
3;0.022;8061;6;US
4;0.066;11865;0;DS
5;1.809;2895;1;US
6;3.146;958.5;0;DS
7;0.021;3062.5;11;US
8;0.02;3455.5;3;DS
9;0.009;504;9;US
10;0.007;4214.5;12;DS
11;0.027;11266.5;14;US
12;0.032;1105.5;11;DS
13;0.043;63.5;7;US
14;0.06;659;10;DS
15;0.02;1629;9;US
16;0.018;3648.5;5;DS
17;0.044;1860.5;3;US
18;0.014;1015;5;DS
19;0.097;2120;4;US
20;0.028;3156;17;DS
21;0.021;670;7;US
22;0.036;529.5;8;DS
23;0.043;14034.5;6;US
24;0.038;4141.5;8;DS
25;0.108;540;1;US
27;0.113;10040;2;US
28;0.06;8342;2;DS
30;0.296;26002;1;DS
