SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;5;6.916666667;0;ELATAGH;2016
2;11;7.341666667;0;ELATAGH;2017
3;12;6.983333333;0;ELATAGH;2018
4;5;5.869230769;0;MOURNE BEG;2016
5;5;6.191666667;0;MOURNE BEG;2017
6;5;6.783333333;0;STRANAGOPPOGE;2016
7;5;6.933333333;0;STRANAGOPPOGE;2017
8;5;6.85;0;STRANAGOPPOGE;2018
9;61;7.875;6;BLACKWATER (MONAGHAN);2018
10;7.5;7.708333333;4;BIG (LOUTH);2016
11;11.5;7.591666667;0.5;BIG (LOUTH);2017
12;5;7.483333333;2;BIG (LOUTH);2018
13;43.5;7.958333333;3;DEE;2016
14;42.5;8;4;DEE;2017
15;28.5;7.95;3;DEE;2018
16;28.5;7.9375;0;FANE;2016
17;41.5;7.973913043;4;FANE;2017
18;34;7.75;8;FANE;2018
19;111.5;8.166666667;0;WHITE (LOUTH);2016
20;85.5;8.108333333;4;WHITE (LOUTH);2017
21;81.5;8.016666667;0;WHITE (LOUTH);2018
22;19.5;7.958333333;7;ATHBOY;2016
23;13.5;8.016666667;2;ATHBOY;2017
24;8;7.933333333;5;ATHBOY;2018
25;42;7.633333333;8;BLACKWATER (KELLS);2016
26;42;7.691666667;6;BLACKWATER (KELLS);2017
27;39.5;7.5;4;BLACKWATER (KELLS);2018
28;30;7.871818182;0.5;BOYNE;2016
29;32;7.741904762;1;BOYNE;2017
30;23.5;7.875;3;BOYNE;2018
31;31.5;8.210555556;5;BOYNE;2017
32;10;8.233333333;5;BOYNE;2018
33;66.5;8.15;3;NANNY (MEATH);2016
34;55;8.15;6;NANNY (MEATH);2017
35;36;8.083333333;7;NANNY (MEATH);2018
36;29.5;8.192857143;5;DODDER;2016
37;41;8.233333333;4;DODDER;2017
38;14;8.2;2;DODDER;2018
39;5;7.811764706;6;LIFFEY;2016
40;5;7.976470588;2;LIFFEY;2017
41;5;7.916666667;0.5;LIFFEY;2018
42;40;8.088235294;6;LIFFEY;2016
43;39;8.1;6;LIFFEY;2017
44;19.5;8.058333333;2;LIFFEY;2018
45;75;8.170588235;7;RYE WATER;2016
46;70;8.229411765;6;RYE WATER;2017
47;26.5;8.066666667;1;RYE WATER;2018
48;5;6.641666667;0;AVONBEG;2016
49;5;6.875;0;AVONBEG;2017
50;5;6.75;0;AVONBEG;2018
51;5;7.983333333;4;DARGLE;2018
52;5;7.225;0;GLENCREE;2016
53;5;7.058333333;0;GLENCREE;2017
54;5;6.933333333;0;GLENCREE;2018
55;5;6.851333333;0;GLENEALO;2016
56;5;6.743125;0;GLENEALO;2017
57;5;6.291666667;0;GLENEALO;2018
58;7.5;7.233333333;2;VARTRY;2016
59;10.5;7.683333333;2;VARTRY;2017
60;5;7.591666667;6;VARTRY;2018
61;39.5;7.883333333;0.5;BANOGE;2017
62;34;7.775;1;BANOGE;2018
63;64;8.114285714;0.5;OWENAVORRAGH;2017
64;80;7.808333333;1;OWENAVORRAGH;2018
65;5;7.291666667;0;CLODY;2016
66;12;7.163636364;0;CLODY;2017
67;5;7.236363636;0;CLODY;2018
68;22.5;7.2;0;DERRY;2016
69;14;7.433333333;0;DERRY;2017
70;16.5;7.158333333;0;DERRY;2018
71;40;7.991666667;0;DOUGLAS (BALLON);2017
72;44;7.881818182;0;DOUGLAS (BALLON);2018
73;8;7.7;0;SLANEY;2016
74;5;7.758333333;0.5;SLANEY;2017
75;5;7.525;1;SLANEY;2018
76;20;8.047058824;5;SLANEY;2016
77;26;8.130769231;2;SLANEY;2017
78;19.5;8.125;6;SLANEY;2018
79;10;7.466666667;0;URRIN;2016
80;10.5;7.566666667;0;URRIN;2017
81;10;7.408333333;0;URRIN;2018
82;68.5;8.008333333;2;DUNCORMICK;2017
83;45.5;7.816666667;4;DUNCORMICK;2018
84;33;7.816666667;0;OWENDUFF (WEXFORD);2017
85;29.5;7.566666667;0.5;OWENDUFF (WEXFORD);2018
86;52;8.383333333;0.5;BARROW;2016
87;41.5;8.190909091;6;BARROW;2017
88;26.5;8.108333333;8;BARROW;2018
89;36;8.466666667;5;BARROW;2016
90;45.5;8.341666667;5;BARROW;2017
91;32;8.254545455;1;BARROW;2018
92;19.5;7.933333333;2;BURREN;2016
93;23.5;7.97;0;BURREN;2017
94;15;7.936363636;0;BURREN;2018
95;39.5;8.216666667;6;GOWRAN;2016
96;42;8.375;6;GOWRAN;2017
97;35.5;8.166666667;7;GOWRAN;2018
98;20;8.147058824;2;GREESE;2016
99;7.5;8.15;0.5;GREESE;2018
100;47;7.964705882;0;TULLY STREAM;2016
101;27;8.011764706;6;TULLY STREAM;2017
102;18.5;7.9;0;TULLY STREAM;2018
103;60;8.12452381;4;BALLYROAN;2016
104;46.5;8.0775;3;BALLYROAN;2017
105;49;8.245454545;4;BALLYROAN;2018
106;17;8.316666667;5;DININ (MAIN CHANNEL);2016
107;30.5;8.216666667;6;DININ (MAIN CHANNEL);2017
108;21;8.1;6;DININ (MAIN CHANNEL);2018
109;61.5;8.258333333;5;GLORY;2016
110;61.5;8.216666667;2;GLORY;2017
111;61;8.091666667;2;GLORY;2018
112;58;8.25;6;KING'S (KILKENNY);2016
113;61;8.258333333;1;KING'S (KILKENNY);2017
114;57.5;8.175;4;KING'S (KILKENNY);2018
115;20;7.941666667;0;NORE;2016
116;22.5;8.191666667;0;NORE;2017
117;18;8.090909091;0;NORE;2018
118;32;8.35;6;NORE;2016
119;36.5;8.341666667;5;NORE;2017
120;27;8.358333333;5;NORE;2018
121;12.5;8.15;1;NUENNA;2016
122;12.5;8.075;0.5;NUENNA;2017
123;16.5;8.091666667;3;NUENNA;2018
124;30;8.166666667;3;AHERLOW;2016
125;37;8.125;1;AHERLOW;2017
