SampleID;x1;x2;y
1;13.65506414;8.5;1104.536385
2;3.050989583;8.25;722.554685
3;3.510369532;8.09;1104.212319
4;2.195833333;7.93;1530.991573
5;1.861076923;8.1;4370.180672
6;1.941818182;7.94;4665.7455
7;1.986767344;8.21;3123.641932
8;1.977083333;8.07;3969.88956
9;10.34819079;9.1;2.123151
10;24.6672921;9.5;253.595371
11;32.29249488;9.5;93.810574
12;37.38970298;9.2;161.766302
13;30.00178997;8.9;273.438138
14;17.72798053;9.2;184.027102
15;14.5358263;9.3;107.991902
16;21.20405095;9;34.517007
17;26.66991741;8.4;157.557969
18;20.43777192;8.49;217.18267
19;16.57629272;8.7;163.680908
20;19.21575565;8.5;265.199978
21;12.96892272;8.59;230.411915
22;18.15141525;8.44;231.323127
23;13.55498208;8.4;244.932142
24;21.88604657;8.42;356.663403
25;13.60771983;8.2;291.145095
26;13.17802817;8.4;262.777021
27;14.91678905;9.1;446.935124
28;16.8589764;8.26;473.354178
29;17.73357208;8.22;1181.26185
30;16.0681131;8.39;793.700292
31;16.96118598;8.31;1252.505356
32;12.80882573;8.56;810.677524
33;17.4434378;8.45;566.236585
34;17.56339272;8.33;389.348686
35;18.19116398;8.13;450.402066
