SampleID;x1;x2;y;RandomEffect
96;5;0.125;5.08;OWENDALULLEEGH
97;10;0.375;6.81;ABBERT
98;15;0.344;6.19;BLACK (SHRULE)
99;11;0.594;21.84;CLARE (GAEPA-CON4AY)
100;15;0.437;14.95;NANNY (TUAM)
101;5;0.297;0.94;OWENBRIN
102;5;0.109;0.48;OWENRIFF (CORRIB)
103;16.5;0.437;8.27;ROBE
104;5;0.156;1.46;OWENBOLISKA
105;5;0.156;30.53;SCREEB
106;5;0.187;0.24;BALLINGLEN
107;11.5;0.344;8.17;GLENAMOY
108;5;0.297;5.81;BEHY (NORTH MAYO)
109;5;0.25;15.71;CASTLEBAR
110;5;0.172;1.19;CLYDAGH (CASTLEBAR)
111;5;0.187;6.05;DEEL (CROSSMOLINA)
112;5;0.25;6.56;GLORE (MAYO)
113;5;0.187;2.79;MOY
114;7.5;0.094;6.28;MOY
115;8.5;0.281;11.48;MOY
116;135;0.297;14.56;TUBBERCURRY
117;11.5;0.344;1.19;BALLYSODARE
118;12.5;0.187;8.94;BONET
119;5;0.094;0;DUNNEILL
120;5;0.297;0.24;GOWLAN (SLIGO)
121;13.5;0.109;10.12;OWENMORE (SLIGO)
122;10;0.562;23.67;UNSHIN
123;54.5;0.266;11.84;ANNALEE
124;23.5;0.344;4.23;CULLIES
125;78;0.672;21.34;DROMORE
126;49.5;0.359;20.05;ERNE
127;35;0.578;22.84;ERNE
128;62;0.406;4.76;FINN (MONAGHAN)
129;14.5;0.344;6.81;SWANLINBAR
130;5;0.187;2.38;WATERFOOT
131;5;0.297;3.79;EANY WATER
132;5;0.312;5.61;CLADY (DONEGAL)
133;5;0;2.88;CRONANIV BURN
134;5;0.156;2.43;OWENTOCKER
135;26.5;0.375;61.2;BURNFOOT
136;5;0.125;8.51;GLASKEELAN
137;10;0.156;4.93;SWILLY
138;5;0.312;8.17;BALLYHALLAN
139;52;0.562;39.1;BREDAGH
