SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;0.05;3;6;Avoca Estuary;2007
2;0.14;2;0.54995;Avoca Estuary;2008
3;0.14;0.9999;3.525;Avoca Estuary;2009
4;0.055;0.82;3.64;Avoca Estuary;2014
5;0.061;2.966666667;2.966666667;Avoca Estuary;2018
6;0.052;3.175;1.125;Avoca Estuary;2019
7;0.085;2;11.7;Avoca Estuary;2007
8;0.135;0.9999;0.699966667;Avoca Estuary;2008
9;0.37;2.333266667;9.4875;Avoca Estuary;2009
10;0.131;0.999;6.5;Avoca Estuary;2011
11;0.073;2.2625;5.48;Avoca Estuary;2014
12;0.06;1;4.05;Avoca Estuary;2018
13;0.073;1.9;1.025;Avoca Estuary;2019
14;0.115;0.9999;5.266666667;Avoca Estuary;2009
15;0.096;2.4;2.433333333;Avoca Estuary;2018
16;0.12;0.5;2.575;Avoca Estuary;2019
17;0.085;2;1.499966667;Avoca Estuary;2008
18;0.08;0.9999;12.05;Avoca Estuary;2009
19;0.0655;1.31;6.85;Avoca Estuary;2014
20;0.056;2.766666667;2.333333333;Avoca Estuary;2018
21;0.04;1.8;16.66666667;Boyne Estuary;2007
22;0.06;0.749999;7.5;Boyne Estuary;2009
23;0.02;2.15;6.5;Boyne Estuary;2010
24;0.04;1.628571429;11.90909091;Boyne Estuary;2007
25;0.063333333;0.749999;12.24998333;Boyne Estuary;2008
26;0.0725;0.749999;4.916641667;Boyne Estuary;2009
27;0.0475;2.543749625;30.16666667;Boyne Estuary;2010
28;0.053333333;1.444995;11;Boyne Estuary;2011
29;0.0575;3.3125;41.75;Boyne Estuary;2013
30;0.01875;2.1;15.65;Boyne Estuary;2015
31;0.038;0.93;9.725;Boyne Estuary;2016
32;0.04225;2.19;16.05;Boyne Estuary;2018
33;0.0485;1.145454545;11.5;Boyne Estuary;2019
34;0.0575;0.891665833;8.416666667;Boyne Estuary;2008
35;0.095;0.749999;6.499983333;Boyne Estuary;2009
36;0.1475;1.049999286;14.33333333;Boyne Estuary;2010
37;0.045;0.74999;7.5;Boyne Estuary;2011
38;0.047;2.45;9.64;Boyne Estuary;2016
39;0.04;1.533333333;11.16666667;Boyne Estuary;2007
40;0.0575;0.749999;8.749991667;Boyne Estuary;2008
41;0.0975;0.749999;6.333325;Boyne Estuary;2009
42;0.0525;0.9799992;10.24998333;Boyne Estuary;2010
43;0.055;0.74999;8.083333333;Boyne Estuary;2011
44;0.1825;1.25625;10.25;Boyne Estuary;2013
45;0.01725;1.633333333;10.86666667;Boyne Estuary;2015
46;0.058;1.075;10.05833333;Boyne Estuary;2016
47;0.041;1.458333333;23.14166667;Boyne Estuary;2018
48;0.06;0.82;4.341666667;Boyne Estuary;2019
49;0.035;1.5;10.33333333;Boyne Estuary;2007
50;0.0575;0.749999;6.75;Boyne Estuary;2008
51;0.08;0.749999;4.666658333;Boyne Estuary;2009
52;0.045;0.749999;14.16665833;Boyne Estuary;2010
53;0.055;0.74999;7.416666667;Boyne Estuary;2011
54;0.095;2.275;6.666666667;Boyne Estuary;2013
55;0.017;1.7;12.09166667;Boyne Estuary;2015
56;0.0545;1.575;4.741666667;Boyne Estuary;2016
57;0.015;1.5;8.181818182;Boyne Estuary;2007
58;0.0625;0.893749125;8.333316667;Boyne Estuary;2008
59;0.0525;0.749999;3.666608333;Boyne Estuary;2009
60;0.0425;0.749999;5.499975;Boyne Estuary;2010
61;0.055;0.74999;5.166666667;Boyne Estuary;2011
62;0.095;1.1;5.714285714;Boyne Estuary;2013
63;0.025;2.366666667;12.75833333;Boyne Estuary;2015
64;0.041;0.563636364;3.990909091;Boyne Estuary;2016
65;0.048;0.545454545;6.075;Boyne Estuary;2018
66;0.0365;0.72;4.183333333;Boyne Estuary;2019
67;0.02;1.5;6.818181818;Boyne Estuary;2007
68;0.0825;0.749999;6.083333333;Boyne Estuary;2008
69;0.05;0.749999;3.749983333;Boyne Estuary;2009
70;0.04;0.749999;6.499991667;Boyne Estuary;2010
71;0.0575;0.74999;4.333333333;Boyne Estuary;2011
72;0.0975;0.75;5.142857143;Boyne Estuary;2013
73;0.02475;2.933333333;16.55;Boyne Estuary;2015
74;0.0445;0.65;3.208333333;Boyne Estuary;2016
75;0.225;1;9.25;Broad Lough;2007
76;0.21;2.6666;0.54995;Broad Lough;2008
77;0.17;1.333266667;22.08;Broad Lough;2009
78;0.039333333;1;7.05;Broad Lough;2014
79;0.11;0.75;3.033333333;Broad Lough;2017
80;0.034;0.5;3.45;Broad Lough;2018
81;0.052;0.5;1.133333333;Broad Lough;2019
82;0.12;6;37.1;Broad Lough;2007
83;0.0435;1.2;8.02;Broad Lough;2014
84;0.045;1.95;6.766666667;Broad Lough;2017
85;0.028;3.4;7.466666667;Broad Lough;2018
86;0.11;3.966666667;6.466666667;Broad Lough;2019
87;0.005;1;3;Broad Lough;2007
88;0.1;0.9999;0.1999;Broad Lough;2008
89;0.06;0.9999;0.47992;Broad Lough;2008
90;0.03;0.9999;4.885714286;Broad Lough;2009
91;0.023333333;0.5;5.12;Broad Lough;2014
92;0.054;0.5;3.966666667;Broad Lough;2017
93;0.016;1.2;2.05;Broad Lough;2018
94;0.03;0.625;1;Broad Lough;2019
95;0.01;1.5;5.366666667;Broad Lough;2007
96;0.07;0.9999;0.1999;Broad Lough;2008
97;0.03;1.285642857;4.033333333;Broad Lough;2009
98;0.0235;0.814285714;4.385714286;Broad Lough;2014
99;0.046;0.5;3.333333333;Broad Lough;2017
