SampleID;x1;x2;y
1;8.094791667;0.037666667;0.716675504
2;8.094791667;0.037666667;0.774818025
3;8.094791667;0.037666667;0.809317814
4;8.094791667;0.037666667;0.782472535
5;8.094791667;0.037666667;0.768112605
6;8.094791667;0.037666667;0.756110455
7;8.094791667;0.037666667;0.737815249
8;8.094791667;0.037666667;0.748852103
9;8.094791667;0.037666667;0.741178282
10;8.094791667;0.037666667;0.704142837
11;8.094791667;0.037666667;0.770205505
12;8.094791667;0.037666667;0.79320279
13;8.094791667;0.037666667;0.840210575
14;8.094791667;0.037666667;0.497121433
15;8.094791667;0.037666667;0.788345574
16;8.056102594;0.042755896;0.669663
17;8.056102594;0.042755896;0.654897797
18;8.056102594;0.042755896;0.755054179
19;8.056102594;0.042755896;0.69085596
20;8.056102594;0.042755896;0.598182536
21;8.056102594;0.042755896;0.657253783
22;8.056102594;0.042755896;0.722950222
23;8.056102594;0.042755896;0.742810922
24;8.056102594;0.042755896;0.729746887
25;8.056102594;0.042755896;0.712730381
26;8.056102594;0.042755896;0.694791663
27;8.056102594;0.042755896;0.718829684
28;8.056102594;0.042755896;0.772930701
29;8.056102594;0.042755896;0.766491314
30;8.056102594;0.042755896;0.726847703
31;8.052061929;0.040091039;0.789448893
32;8.052061929;0.040091039;0.76601837
33;8.052061929;0.040091039;0.776987148
34;8.052061929;0.040091039;0.716746076
35;8.052061929;0.040091039;0.775086599
36;8.052061929;0.040091039;0.818819385
37;8.052061929;0.040091039;0.758239408
38;8.052061929;0.040091039;0.929106308
39;8.052061929;0.040091039;0.773502742
40;8.052061929;0.040091039;0.773427083
41;8.052061929;0.040091039;0.785603132
42;8.052061929;0.040091039;0.703580661
43;8.052061929;0.040091039;0.636526351
44;8.052061929;0.040091039;0.70883335
45;8.052061929;0.040091039;0.579618046
46;8.049992672;0.057072917;0.789448893
47;8.049992672;0.057072917;0.76601837
48;8.049992672;0.057072917;0.776987148
49;8.049992672;0.057072917;0.716746076
50;8.049992672;0.057072917;0.775086599
51;8.049992672;0.057072917;0.818819385
52;8.049992672;0.057072917;0.758239408
53;8.049992672;0.057072917;0.929106308
54;8.049992672;0.057072917;0.773502742
55;8.049992672;0.057072917;0.773427083
56;8.049992672;0.057072917;0.785603132
57;8.049992672;0.057072917;0.703580661
58;8.049992672;0.057072917;0.636526351
59;8.049992672;0.057072917;0.70883335
60;8.049992672;0.057072917;0.579618046
