SampleID;x1;x2;y;RandomEffect
1;1.142579248;34.16;9.144163;Baltic Proper
2;0.820259577;9.52;7.038732;Baltic Proper
3;0.821007625;8.89;19.740573;Baltic Proper
4;0.655922902;9.47;54.032609;Baltic Proper
5;0.653484195;8.87;72.09401;Baltic Proper
6;0.624886863;9.45;46.023988;Baltic Proper
7;0.613716356;8.32;23.26016;Baltic Proper
8;0.670424403;9.68;21.715624;Baltic Proper
9;0.932946078;12.57;17.953691;Baltic Proper
10;0.817016129;10.4;20.087072;Baltic Proper
11;0.780405983;15.25;47.567201;Baltic Proper
12;0.7638;8.73;130.123127;Baltic Proper
13;0.628164336;11.36;62.601108;Baltic Proper
14;0.759679487;11.29;85.184676;Baltic Proper
15;1.141414474;8.46;121.920831;Baltic Proper
16;0.780138889;8.52;142.743879;Baltic Proper
17;0.81375;10.08;127.668874;Baltic Proper
18;0.879;9;149.286807;Baltic Proper
19;0.836031746;8.26;209.165055;Baltic Proper
20;0.799375;7.64;274.256328;Baltic Proper
21;0.802;22.728;106.315036;Baltic Proper
22;0.931180556;10.5;321.136108;Baltic Proper
23;0.857321429;8.36;285.803142;Baltic Proper
24;0.878553997;20.38;538.391619;Baltic Proper
25;0.943333333;9.11;464.811466;Baltic Proper
26;0.897038462;22.7;851.658746;Baltic Proper
27;1.738370253;33.6;0.493844;Kattegat
28;1.504248763;34.08;5.211834;Kattegat
29;1.527885884;35.04;10.098737;Kattegat
30;1.547837791;33.88;51.839288;Kattegat
31;1.475420253;34.14;146.248789;Kattegat
32;1.45153086;34.5;288.519498;Kattegat
33;1.234893458;34.36;39.128604;Kattegat
34;1.193310169;34.8;91.129655;Kattegat
35;1.228034596;33.83;566.186801;Kattegat
36;1.27557842;34.32;999.439454;Kattegat
37;1.282276554;34.21;1068.906232;Kattegat
38;1.346998734;34.68;469.661962;Kattegat
39;1.100749725;34.42;994.260462;Kattegat
40;1.092882899;34.09;863.45288;Kattegat
41;1.125459441;34.14;1038.367389;Kattegat
42;1.07695154;34.28;1164.997522;Kattegat
43;1.372581915;33.7;915.399935;Kattegat
44;1.276202976;34.19;830.683652;Kattegat
45;1.114775747;35.1;813.107766;Kattegat
46;1.133761765;34.85;937.66613;Kattegat
47;1.129694498;34.72;1485.472942;Kattegat
48;1.089531045;34.44;2295.215698;Kattegat
49;1.108442195;34.71;2707.166903;Kattegat
50;1.231965587;34.95;2054.440955;Kattegat
51;1.023712649;35.06;2079.286456;Kattegat
52;1.174445962;34.4;2378.209077;Kattegat
53;1.083636364;32.96;1082.423048;Kattegat
