SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;323.75;96.15;0.620129956;9;a
2;260.75;97.16666667;0.657021265;9;b
3;293.75;96.44166667;0.573082059;9;c
4;233.8333333;98.3;0.666650683;9;d
5;110;99.6;0.729764813;8;1
6;340;97.1;0.495299415;8;10
7;120;99;0.563027958;8;11
8;120;99.9;0.582019221;8;12
9;250;99.4;0.490702604;8;13
10;330;99;0.469693449;8;14
11;160;99.6;0.660182609;8;15
12;180;99.4;0.716641714;8;16
13;110;98;0.715158559;8;17
14;53;99.8;0.595975023;8;18
15;91;99.9;0.56444969;8;19
16;210;89.8;0.656281119;8;2
17;92;100;0.638481098;8;20
18;180;97.8;0.698164995;8;21
19;220;99.1;0.534739777;8;22
20;200;99.1;0.585049488;8;23
21;200;99.2;0.679325691;8;24
22;51;98.6;0.542953257;8;25
23;130;99.8;0.627684251;8;26
24;180;100;0.554891953;8;27
25;160;99.9;0.327170644;8;28
26;150;98.8;0.682417586;8;29
27;110;98.4;0.677375326;8;3
28;97;99.6;0.66907258;8;30
29;120;99.1;0.657646279;8;31
30;160;98.9;0.699227642;8;32
31;190;97.8;0.685298274;8;33
32;130;99.4;0.629069013;8;34
33;93;99.3;0.662308271;8;35
34;180;99.9;0.704281528;8;36
35;310;98.5;0.49964336;8;37
36;260;99.6;0.596723443;8;38
37;130;99.2;0.680070374;8;39
38;120;99.6;0.647171553;8;4
39;220;99.9;0.542320735;8;40
40;140;99.4;0.655859023;8;41
41;280;99.3;0.554902702;8;42
42;120;99.4;0.690500592;8;43
43;220;98.5;0.727228455;8;44
44;240;98.6;0.662199584;8;46
45;220;89.7;0.546296906;8;47
46;580;100.1;0.401736651;8;48
47;210;94.5;0.666131031;8;49
48;140;98.9;0.648046906;8;5
49;290;96.1;0.639751512;8;50
50;120;99.5;0.620375182;8;51
51;200;98.6;0.69549898;8;52
52;170;98.4;0.60921526;8;53
53;120;98.5;0.676706263;8;54
54;180;99.6;0.405378779;8;55
55;130;100;0.493052942;8;56
56;150;99.9;0.466835658;8;57
57;180;94;0.647752456;8;58
58;91;96;0.730643446;8;59
59;180;99.2;0.755313377;8;6
60;110;99.9;0.49335939;8;60
61;180;93.5;0.56509481;8;61
62;120;99.6;0.628163067;8;62
63;180;99.8;0.576186012;8;63
64;100;97.8;0.605866351;8;64
65;160;99.1;0.68163931;8;65
66;120;99.1;0.736561055;8;66
67;89;99.7;0.674941991;8;67
68;150;92.9;0.70797039;8;68
69;210;95.8;0.417348398;8;69
70;180;98.9;0.668816675;8;7
71;160;99.4;0.510970529;8;70
72;150;85.4;0.653757757;8;71
73;190;99.1;0.694309151;8;72
74;180;96.1;0.661862384;8;73
75;93;99.8;0.573693521;8;74
76;180;99.1;0.657197147;8;75
77;160;99.6;0.434289373;8;8
78;78;98.5;0.608135309;8;9
79;482.5;100;0.585738485;9;childrens
80;465;100;0.571188256;9;childrens
81;500;100;0.51415128;9;childrens
82;380;100;0.526166631;9;childrens
83;500;100;0.57222062;9;childrens
84;430;99.375;0.474826801;9;childrens
85;490;100;0.494081778;9;childrens
86;360;99.85;0.600331533;9;robinsons
87;367.5;100.0075;0.533618097;9;robinsons
88;370;100.05;0.670645518;9;robinsons
89;355;100;0.70591299;9;robinsons
90;382.5;100;0.672350415;9;robinsons
91;425;98.05;0.528500617;9;robinsons
92;355;100;0.523245584;9;robinsons
93;324.0833333;98.8;0.486232058;7;a
94;986.4;100.004;0.310378999;7;avon
95;520;100;0.432385984;7;avon
96;323.9166667;99.65833333;0.562509871;7;b
97;332.5833333;99.19166667;0.584658787;7;c
98;469.1;100.005;0.400159917;7;dischargepoint
99;372;100;0.415605297;7;dischargepoint
100;424;100;0.250534794;7;heathcote
101;368.8;100;0.426908837;7;humphreysdrive
102;354.6;99.995;0.357815939;7;pleasantpointjetty
103;312;100;0.39286047;7;pleasantpointjetty
104;347.4;99.99666667;0.50730651;7;ploverstreet
105;334;100;0.553609672;7;ploverstreet
106;750;100;0.437474776;9;governors
107;760;100;0.480237452;9;governors
108;672.5;100;0.418163995;9;governors
109;700;99.875;0.466876144;9;governors
110;682.5;100;0.471194474;9;governors
