SampleID;x1;x2;y
1;10.5363;5.6164;2.030510598
2;13.1508;5.9722;2.074304578
3;11.4203;6.0149;2.63854915
4;11.091;6.2489;2.512139586
5;10.6215;6.267;2.059434201
6;10.9373;6.0967;2.65702811
7;11.245;5.8455;2.350998138
8;9.9128;5.7649;3.082564443
9;12.0289;5.7759;1.94632495
10;12.0513;5.8921;2.219932362
11;9.8335;6.0506;1.501760075
12;10.8675;6.1379;2.473711358
13;10.5148;5.8128;3.519089096
14;10.664;5.9402;3.176157314
15;11.0801;5.7562;2.470155537
16;11.1632;5.4862;2.212457999
17;11.6523;5.59;0.775988686
18;10.9838;5.6454;1.253739463
19;11.3352;5.7832;1.60302189
20;10.7139;5.6001;2.413851935
21;10.2905;5.5654;2.873585848
22;10.1583;5.509;2.570289232
23;10.889;5.5785;2.204865946
24;11.753;5.4814;2.137176124
25;10.8717;5.1569;2.84624352
26;11.8501;5.3282;3.363575258
27;10.9948;5.4702;2.852562568
28;9.0675;5.3577;2.798875013
29;10.7218;5.5327;3.09279497
30;11.366;5.6005;1.750916327
31;11.4027;5.8649;2.220341448
32;10.8409;5.6861;2.955797218
33;10.8637;5.5115;2.291651754
34;12.2082;5.7258;0.946409798
35;12.3435;5.8411;1.021422113
36;12.1208;5.7552;1.781689327
37;11.274;5.941;1.479956541
38;11.1721;5.9311;1.382373755
39;11.5643;5.8259;0.929081938
40;12.3903;5.8576;1.983550718
41;12.5409;5.8552;1.519423247
42;11.2157;5.805;1.742063906
43;11.2152;5.9306;2.118213693
44;11.658;5.8572;3.113074031
45;11.0864;6.0048;1.64526051
46;12.3695;5.9926;0.946477519
47;12.0986;5.7151;1.364803169
48;12.5711;5.7758;1.6
