SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;16.71;8.09;1.1;242;1980
2;16.72;8.11;0.9;242;1980
3;16.72;8.11;1.1;242;1980
4;15.22;7.81;1.1;242;1980
5;4.94;7.87;0.6;242;1980
6;16.05;8.33;2.8;245;1980
7;16;8.41;2.9;245;1980
8;15.92;8.38;3;245;1980
9;15.89;8.47;2.5;245;1980
10;13.64;8.36;2.2;245;1980
11;16.66;8.43;3.1;248;1980
12;16.66;8.45;4.2;248;1980
13;16.29;8.45;2.7;248;1980
14;16.27;8.49;2.4;248;1980
15;16.27;8.46;3.5;248;1980
16;17.32;8.25;3.2;249;1980
17;17.31;8.25;3.5;249;1980
18;16.96;8.27;2.9;249;1980
19;16.5;8.29;3.5;249;1980
20;15.74;8.32;2.6;249;1980
21;16.6;8.22;8.4;250;1980
22;16.6;8.22;8.6;250;1980
23;16.48;8.19;8.6;250;1980
24;16.36;8.21;4.5;250;1980
25;15.82;8.1;2.9;250;1980
26;17.52;8.21;1.9;262;1980
27;17.5;8.24;2.2;262;1980
28;17.48;8.24;2.2;262;1980
29;16.16;8.2;1.7;262;1980
30;15.84;8.19;1.1;262;1980
31;16.76;8.13;1.5;265;1980
32;16.71;8.14;1.8;265;1980
33;12.71;8.02;0.5;265;1980
34;14.16;8.35;1.3;294;1980
35;14.17;8.34;1.3;294;1980
36;8.34;8.38;2.2;294;1980
37;14.78;8.46;1.9;477;1981
38;14.78;8.47;1.7;477;1981
39;14.78;8.47;1.7;477;1981
40;14.78;8.47;1.6;477;1981
41;14.67;8.46;1;477;1981
42;15.34;8.36;2.1;490;1981
43;15.34;8.36;2;490;1981
44;15.48;8.36;1.5;490;1981
45;15.66;8.26;0.8;490;1981
46;15.71;8.16;0.7;490;1981
47;13.54;8.29;2.4;493;1981
48;13.23;8.31;2.6;493;1981
49;11.69;8.33;1.7;493;1981
50;10.81;8.31;1.2;493;1981
51;10.12;8.29;1.2;493;1981
52;11.88;8.27;2.1;496;1981
53;11.9;8.29;2;496;1981
54;11.9;8.29;2;496;1981
