SampleID;x1;x2;y;RandomEffect
1;12.85729167;1.238970588;0.716675504;Boyne Estuarine Plume Zone
2;12.85729167;1.238970588;0.774818025;Boyne Estuarine Plume Zone
3;12.85729167;1.238970588;0.809317814;Boyne Estuarine Plume Zone
4;12.85729167;1.238970588;0.782472535;Boyne Estuarine Plume Zone
5;12.85729167;1.238970588;0.768112605;Boyne Estuarine Plume Zone
6;12.85729167;1.238970588;0.756110455;Boyne Estuarine Plume Zone
7;12.85729167;1.238970588;0.737815249;Boyne Estuarine Plume Zone
8;12.85729167;1.238970588;0.748852103;Boyne Estuarine Plume Zone
9;12.85729167;1.238970588;0.741178282;Boyne Estuarine Plume Zone
10;12.85729167;1.238970588;0.704142837;Boyne Estuarine Plume Zone
11;12.85729167;1.238970588;0.770205505;Boyne Estuarine Plume Zone
12;12.85729167;1.238970588;0.79320279;Boyne Estuarine Plume Zone
13;12.85729167;1.238970588;0.840210575;Boyne Estuarine Plume Zone
14;12.85729167;1.238970588;0.497121433;Boyne Estuarine Plume Zone
15;12.85729167;1.238970588;0.788345574;Boyne Estuarine Plume Zone
16;13.3210454;0.587922705;0.669663;Dublin Bay
17;13.3210454;0.587922705;0.654897797;Dublin Bay
18;13.3210454;0.587922705;0.755054179;Dublin Bay
19;13.3210454;0.587922705;0.69085596;Dublin Bay
20;13.3210454;0.587922705;0.598182536;Dublin Bay
21;13.3210454;0.587922705;0.657253783;Dublin Bay
22;13.3210454;0.587922705;0.722950222;Dublin Bay
23;13.3210454;0.587922705;0.742810922;Dublin Bay
24;13.3210454;0.587922705;0.729746887;Dublin Bay
25;13.3210454;0.587922705;0.712730381;Dublin Bay
26;13.3210454;0.587922705;0.694791663;Dublin Bay
27;13.3210454;0.587922705;0.718829684;Dublin Bay
28;13.3210454;0.587922705;0.772930701;Dublin Bay
29;13.3210454;0.587922705;0.766491314;Dublin Bay
30;13.3210454;0.587922705;0.726847703;Dublin Bay
31;14.00184061;0.530893227;0.789448893;Dublin Bay
32;14.00184061;0.530893227;0.76601837;Dublin Bay
33;14.00184061;0.530893227;0.776987148;Dublin Bay
34;14.00184061;0.530893227;0.716746076;Dublin Bay
35;14.00184061;0.530893227;0.775086599;Dublin Bay
36;14.00184061;0.530893227;0.818819385;Dublin Bay
37;14.00184061;0.530893227;0.758239408;Dublin Bay
38;14.00184061;0.530893227;0.929106308;Dublin Bay
39;14.00184061;0.530893227;0.773502742;Dublin Bay
