SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;0.2275;34.4775;1.4375;CY100;2010
2;0.0289995;34.44705709;2.7;CY100;2011
3;0.034;34.45166667;1.5;CY100;2018
4;0.22925;34.57333333;0.983333167;CY110;2010
5;0.0229995;34.57131933;3.679165833;CY110;2011
6;0.016;34.644;2.26;CY110;2016
7;0.031;34.475;1.3;CY110;2018
8;0.227;34.555;0.6749995;CY120;2010
9;0.024;34.455;1.383333333;CY120;2018
10;0.228;34.605;0.4749995;CY130;2010
11;0.037;34.43166667;1.25;CY130;2018
12;0.2295;34.625;0.6;CY140;2010
13;0.034;34.492;1.06;CY140;2018
14;0.2145;34.635;0.8;CY150;2010
15;0.036;34.5725;0.75;CY150;2018
16;0.227;34.80333333;0.908332833;RW030;2010
17;0.123;35.00442933;3.38333;RW030;2011
18;0.008;34.45833333;3.333333333;RW030;2016
19;0.005;34.74;1.9;RW030;2017
20;0.232;34.76333333;0.658332833;RW040;2010
21;0.122;34.96341933;3.441665;RW040;2011
22;0.015;34.44166667;2.383333333;RW040;2016
23;0.005;34.61;1.3;RW040;2017
24;0.2415;34.79857143;2.164285286;RW050;2010
25;0.1355;34.98988667;3.058331667;RW050;2011
26;0.01;34.51166667;3.6;RW050;2016
27;0.005;34.725;1.125;RW050;2017
28;0.2415;34.68636364;2.218181455;RW060;2010
29;0.161;34.866879;3.45;RW060;2011
30;0.01425;34.42833333;3.383333333;RW060;2016
31;0.005;34.448;1.92;RW060;2017
32;0.249;34.4815;2.24749995;RW070;2010
33;0.1795;34.45093867;2.991666667;RW070;2011
34;0.027125;34.27285714;1.7;RW070;2012
35;0.0255;34.29666667;2.55;RW070;2014
36;0.0265;34.26833333;3.216666667;RW070;2016
37;0.01;34.46285714;2.228571429;RW070;2017
38;0.0195;34.3925;2.425;RW070;2018
39;0.021;34.095;2.2;RW070;2019
40;0.255;34.53416667;0.887499583;RW080;2010
41;0.1795;34.66104367;0.6791625;RW080;2011
42;0.0285;33.94166667;1.7;RW080;2013
43;0.0245;34.61833333;1.716666667;RW080;2014
44;0.04175;34.185;0.925;RW080;2016
45;0.00675;34.53875;1.1125;RW080;2017
46;0.246;34.59333333;0.491666;RW090;2010
47;0.119;34.82129583;1.777082083;RW090;2011
48;0.0225;34.495;1.925;RW090;2014
49;0.018;34.47666667;2.366666667;RW090;2016
50;0.005;34.71;1.06;RW090;2017
51;0.0355;31.62666667;4.7;SR560;2012
52;0.036;32.52166667;9.366666667;SR560;2014
53;0.0175;30.785;5.9;SR560;2015
54;0.0135;32.04833333;13.66666667;SR560;2016
55;0.024;31.4825;6.8;SR560;2018
56;0.019;31.62666667;2.433333333;SR620;2012
57;0.0165;33.45666667;2.283333333;SR620;2014
58;0.0085;32.715;2.675;SR620;2015
59;0.0095;32.8825;11.6;SR620;2016
60;0.01925;33.28;3.125;SR620;2018
61;0.0185;31.69166667;1.8;SR630;2012
62;0.0205;33.25;2.333333333;SR630;2014
63;0.013;34.01;4.35;SR630;2015
64;0.009;32.73;9.55;SR630;2016
65;0.017;32.9175;3.05;SR630;2018
66;0.022;33.16;2.65;SR640;2012
67;0.019;32.97833333;2.166666667;SR640;2014
68;0.008;32.8;3.875;SR640;2015
69;0.005;33.305;8.7;SR640;2016
70;0.02225;33.05;2.425;SR640;2018
71;0.040749995;28;7;SR650;2008
72;0.009749995;32.5;2.9;SR650;2009
73;0.0049999;33.4;2.6;SR650;2010
74;0.024;30.99;2.1;SR650;2012
75;0.0145;33.13666667;1.616666667;SR650;2014
76;0.01;32.835;2.575;SR650;2015
77;0.0095;33.4875;8.8;SR650;2016
78;0.01925;33.2375;3.075;SR650;2018
79;0.023;32.0625;1.9;SR660;2012
80;0.022;33.43833333;1.616666667;SR660;2014
81;0.0135;33.4;2.6;SR660;2015
82;0.009;32.61;6.525;SR660;2016
83;0.019;33.4425;3.575;SR660;2018
84;0.055749995;32;1.88;SR670;2008
85;0.01049999;32.86666667;2.13333;SR670;2009
86;0.008;34.1;3.2;SR670;2010
87;0.012;33.49;0.975;SR670;2012
88;0.017;33.72666667;1.216666667;SR670;2014
89;0.005;34.025;2;SR670;2015
90;0.009;33.86;3.625;SR670;2016
91;0.0185;34.175;0.5;SR670;2018
