SampleID;x1;x2;y
1;59372;8.4398;47.1
2;81632;8.2876;33.1
3;90177;9.1197;30.7
4;55457;7.3779;25.6
5;83342;7.6116;11.2
6;131394;7.6978;8.8
7;82341;7.786;28.7
8;110332;7.8435;8.2
9;120335;7.8784;11.9
10;94626;7.9176;11
11;116641;8.3135;11.5
12;76326;8.1296;4.6
13;126499;7.5805;4
14;133354;7.7356;5.7
15;122302;6.9569;3.2
16;97236;8.141;7.7
17;146173;9.1224;9.5
18;162248;9.0523;8.4
19;135726;8.5016;14.7
20;96076;8.8006;13.7
21;107298;7.7047;10.2
22;110557.7307;7.9463;8.8
23;87998.67643;8.3327;21
24;50759.51601;7.7531;7.4
25;92937.38176;8.2765;13.3
26;102991.3692;7.9985;13.6081
27;80329.72592;9.005;21.5
28;70091.51604;8.9718;35.7
29;85525.54476;8.9082;39.6
30;70558.4288;8.6783;45.1
31;45187.03;8.0287;19.4
32;87484.16579;8.2868;32.3
33;74661.82829;8.8827;37.3
34;58932.04831;9.3776;24
35;97051.8231;9.3775;25
36;94199.76063;9.2357;17.1
37;65382.61034;8.5924;34.2
38;78602.09849;8.3826;27
39;90573.36532;8.849;23.2
40;93326.69329;8.5909;12.8
41;69396.76705;8.8775;24.8
