SampleID;x1;x2;y;RandomEffect
9;0.019;45.75;2.12;5
12;0.011;0;1.421;5
13;0.598;6.5;1.602;6
14;0.586;1.25;2.278;6
19;0.039;6.5;2.37;5
20;0.07;10.75;1.926;3
21;0.072;19;1.665;3
22;0.515;2.75;2.142;5
24;1.034;1.5;1.578;6
25;1.234;28.75;1.184;3
28;0.033;1.5;1.384;4
29;3.053;4.25;1.609;6
30;1.467;2;1.441;5
31;0.941;0.75;1.744;4
32;0.443;4;2.038;6
35;0.024;0.25;1.543;5
36;0.145;2.75;1.002;5
37;0.332;30.75;2.072;2
38;0.088;0.75;2.354;4
39;0.823;44.5;1.955;4
41;1.479;3.25;0.9495;5
51;0.89;38.5;1.037;6
52;0.217;19;1.524;5
53;0.619;7.75;1.673;6
54;0.873;17.25;2.31;5
56;0.815;6.5;1.898;5
58;0.34;3;2.156;5
59;3.228;20;1.393;5
63;1.157;27.75;0.8294;4
67;3.204;8.75;2.273;5
70;3.406;45;1.267;4
72;0.303;1;1.963;4
75;0.024;35.25;1.918;3
78;0.025;4;2.146;3
79;0.125;16;1.856;5
83;0.219;2.5;1.694;6
84;0.475;1.75;1.914;4
86;0.013;29.25;1.853;4
87;0.038;22.75;1.409;4
88;0.293;22;1.928;3
100;0.418;1.5;1.624;4
142;1.758;62.5;1.082;3
161;1.584;0.75;2.242;5
