SampleID;x1;x2;y;RandomEffect1;RandomEffect2
1;8.14875;34.4775;1.4375;CY100;2010
2;8.074545455;34.44705709;2.7;CY100;2011
3;8.125;34.5775;3.125;CY100;2016
4;8.1;34.45166667;1.5;CY100;2018
5;8.175;34.57333333;0.983333167;CY110;2010
6;8.113333333;34.57131933;3.679165833;CY110;2011
7;8.12;34.644;2.26;CY110;2016
8;8.1;34.475;1.3;CY110;2018
9;7.995;34.555;0.6749995;CY120;2010
10;8.041666667;34.86327533;3.174998333;CY120;2011
11;8.1;34.455;1.383333333;CY120;2018
12;8.005;34.605;0.4749995;CY130;2010
13;8.085;34.869936;2.016663333;CY130;2011
14;8.1;34.43166667;1.25;CY130;2018
15;8.005;34.625;0.6;CY140;2010
16;8.053333333;34.861696;2.18333;CY140;2011
17;8.08;34.492;1.06;CY140;2018
18;8.015;34.635;0.8;CY150;2010
19;8.048333333;34.869898;1.724995;CY150;2011
20;8.05;34.5725;0.75;CY150;2018
21;8.01;34.325;5.2;RW030;2009
22;8.118333333;34.80333333;0.908332833;RW030;2010
23;8.035;35.00442933;3.38333;RW030;2011
24;8.066666667;34.85333333;0.816666667;RW030;2012
25;8.083333333;34.65;2.95;RW030;2015
26;8.1;34.45833333;3.333333333;RW030;2016
27;8.075;34.74;1.9;RW030;2017
28;8.005;33.705;4.5;RW040;2009
29;8.131666667;34.76333333;0.658332833;RW040;2010
30;8.06;34.96341933;3.441665;RW040;2011
31;8.066666667;35.005;1.366633333;RW040;2012
32;8.116666667;34.52833333;3.85;RW040;2015
33;8.116666667;34.44166667;2.383333333;RW040;2016
34;8.075;34.61;1.3;RW040;2017
35;8.025;34.27;3.35;RW050;2009
36;8.128571429;34.79857143;2.164285286;RW050;2010
37;8.036666667;34.98988667;3.058331667;RW050;2011
38;8.075;34.7075;0.899975;RW050;2012
39;8.066666667;34.70833333;2.816666667;RW050;2015
40;8.083333333;34.51166667;3.6;RW050;2016
41;8.075;34.725;1.125;RW050;2017
42;8.005;33.9475;8.3;RW060;2009
43;8.106363636;34.68636364;2.218181455;RW060;2010
44;8.033333333;34.866879;3.45;RW060;2011
45;8.066666667;34.68583333;1.058316667;RW060;2012
46;8.083333333;34.305;2.75;RW060;2015
47;8.1;34.42833333;3.383333333;RW060;2016
48;8.08;34.448;1.92;RW060;2017
49;8.03;33.1975;4.775;RW070;2009
50;8.049;34.4815;2.24749995;RW070;2010
51;8.071666667;34.45093867;2.991666667;RW070;2011
52;8.078571429;34.27285714;1.7;RW070;2012
53;8.04;34.132;1.88;RW070;2013
54;8.133333333;34.29666667;2.55;RW070;2014
55;8.094444444;34;3.433333333;RW070;2015
56;8.116666667;34.26833333;3.216666667;RW070;2016
57;8.1;34.46285714;2.228571429;RW070;2017
58;8.15;34.3925;2.425;RW070;2018
59;8.15;34.095;2.2;RW070;2019
60;8.02;31.38;5.05;RW080;2009
61;8.1875;34.53416667;0.887499583;RW080;2010
62;8.100833333;34.66104367;0.6791625;RW080;2011
63;8.163636364;34.15363636;0.981809091;RW080;2012
64;8.066666667;33.94166667;1.7;RW080;2013
65;8.2;34.61833333;1.716666667;RW080;2014
66;8.166666667;33.8875;1.658333333;RW080;2015
67;8.158333333;34.185;0.925;RW080;2016
68;8.1;34.53875;1.1125;RW080;2017
69;8.03;33.6775;2.925;RW090;2009
70;8.138333333;34.59333333;0.491666;RW090;2010
71;8.03;34.82129583;1.777082083;RW090;2011
72;8.08125;34.7175;1.35;RW090;2012
73;8.025;34.2675;2.275;RW090;2013
74;8.125;34.495;1.925;RW090;2014
75;8.05;34.48833333;2.55;RW090;2015
76;8.083333333;34.47666667;2.366666667;RW090;2016
77;8.12;34.71;1.06;RW090;2017
78;8.07;33.45;3.58;SR560;2011
79;8.05;31.62666667;4.7;SR560;2012
80;8.1;33.355;6.233333333;SR560;2013
81;8.083333333;32.52166667;9.366666667;SR560;2014
82;8.05;30.785;5.9;SR560;2015
83;8.183333333;32.04833333;13.66666667;SR560;2016
84;8.116666667;32.61166667;3.25;SR560;2017
85;8.1;31.4825;6.8;SR560;2018
86;8.1;34.1375;2.65;SR560;2019
87;8.075;32.92;5.11;SR610;2011
88;8;31.31;3.95;SR610;2015
89;8.055;34.56;2.095;SR620;2011
90;8.05;31.62666667;2.433333333;SR620;2012
91;8.1;34.00833333;4.883333333;SR620;2013
92;8.1;33.45666667;2.283333333;SR620;2014
93;8.05;32.715;2.675;SR620;2015
94;8.2;32.8825;11.6;SR620;2016
95;8.116666667;32.685;2.583333333;SR620;2017
96;8.1;33.28;3.125;SR620;2018
97;8.15;32.69;3.3;SR620;2019
98;8.07;34.2;3.025;SR630;2011
99;8.05;31.69166667;1.8;SR630;2012
100;8.1;33.76;3.583333333;SR630;2013
101;8.1;33.25;2.333333333;SR630;2014
102;8.1;34.01;4.35;SR630;2015
103;8.175;32.73;9.55;SR630;2016
104;8.083333333;32.44333333;3.216666667;SR630;2017
105;8.1;32.9175;3.05;SR630;2018
106;8.1;32.815;2.3;SR630;2019
